Latitude,Longitude,ndvi_median_res10,gndvi_median_res10,ndbi_median_res10,ndwi_median_res10,bwdrvi_median_res10,ccci_median_res10,ctvi_median_res10,datt1_median_res10,fe2_median_res10,fo_median_res10,fs_median_res10,msr_median_res10,msavi_median_res10,pvr_median_res10,psndc2_median_res10,siwsi_median_res10,ndmi_median_res10,bndvi_median_res10,nbr_median_res10,pndvi_median_res10,si_median_res10,rbndvi_median_res10,srswirnir_median_res10,sbl_median_res10,w_median_res10,sipi1_median_res10,vari_median_res10,tdvi_median_res10,evi_median_res10
40.81310667,-73.90916667,0.20605661619486504,0.22664881151657182,-0.011037527593818985,-0.22664881151657182,-0.7036078304481475,0.5133510843191108,0.8402717513964545,0.5599041533546326,1.7740324034847597,0.9781659388646288,0.8345424107142857,2.7174211248285323,0.3416416695854423,-0.021601016518424398,0.27001733102253034,-0.023707512139388747,0.011037527593818985,0.27001733102253034,0.10112697220135236,-0.3015630956919558,2.0,-0.10437545832314837,0.9781659388646288,-1185.4,-552.0072,1.5822683706070289,-0.0389908256880734,0.5124624830717143,1.3358941527955612
40.813045,-73.90918667,0.20605661619486504,0.22664881151657182,-0.011037527593818985,-0.22664881151657182,-0.7036078304481475,0.5133510843191108,0.8402717513964545,0.5599041533546326,1.7740324034847597,0.9781659388646288,0.8345424107142857,2.7174211248285323,0.3416416695854423,-0.021601016518424398,0.27001733102253034,-0.023707512139388747,0.011037527593818985,0.27001733102253034,0.10112697220135236,-0.3015630956919558,2.0,-0.10437545832314837,0.9781659388646288,-1185.4,-552.0072,1.5822683706070289,-0.0389908256880734,0.5124624830717143,1.3358941527955612
40.81297833,-73.909215,0.4850894632206759,0.46279373368146215,-0.1828978622327791,-0.46279373368146215,-0.48488679462130785,0.6790059150594545,0.9925167319600592,0.7585382513661202,1.5656723849494933,0.6907630522088354,0.7332041343669251,-21.697674418604652,0.6532292456940922,0.02875,0.5524766193280222,0.18504869702553303,0.1828978622327791,0.5524766193280222,0.32760663507109006,-0.0011143302874972142,0.480225988700565,0.2232532751091703,0.6907630522088354,386.20000000000005,-341.9374,0.9559426229508197,0.04821802935010482,0.9798438337516705,1.7775619232637203
40.81290833,-73.90924167,0.49583545809960905,0.48347943358057993,-0.17395944503735325,-0.48347943358057993,-0.47928994082840237,0.6476401581728426,0.9979155565976557,0.7332876242715118,1.5489502237479311,0.7036363636363636,0.7332041343669251,-13.585,0.6629037585535116,0.01625207296849088,0.5575221238938053,0.18504869702553303,0.17395944503735325,0.5575221238938053,0.3193403298350825,0.015579919215233698,0.6524822695035462,0.233702509463059,0.7036363636363636,471.4000000000001,-381.9574499999999,0.9314364072677408,0.027762039660056657,0.994355600869803,1.8579617834394904
40.812845,-73.90925667,0.5061857466457571,0.4781121751025992,-0.14384014820696042,-0.4781121751025992,-0.5063956144358154,0.660959885329713,1.0030881051262432,0.7459552495697074,1.6356921653080838,0.7484960666358168,0.7465224111282844,-9.921052631578947,0.6720915352839256,0.037037037037037035,0.5323524197837263,0.1494675956355988,0.14384014820696042,0.5323524197837263,0.2830636781950423,0.006989748369058714,-0.05314009661835749,0.22470954944743554,0.7484960666358168,485.60000000000014,-484.02279999999996,0.908433734939759,0.06711822660098522,1.008137263757512,2.47571160729504
40.81277667,-73.90928,0.5061857466457571,0.4781121751025992,-0.14384014820696042,-0.4781121751025992,-0.5063956144358154,0.660959885329713,1.0030881051262432,0.7459552495697074,1.6356921653080838,0.7484960666358168,0.7465224111282844,-9.921052631578947,0.6720915352839256,0.037037037037037035,0.5323524197837263,0.1494675956355988,0.14384014820696042,0.5323524197837263,0.2830636781950423,0.006989748369058714,-0.05314009661835749,0.22470954944743554,0.7484960666358168,485.60000000000014,-484.02279999999996,0.908433734939759,0.06711822660098522,1.008137263757512,2.47571160729504
40.81271,-73.90931167,0.5790482274033855,0.5256904798642185,-0.20894974935811225,-0.5256904798642185,-0.380994115437586,0.6784792991904658,1.038772461804502,0.7691671263099834,1.65463172355879,0.6543284789644013,0.7465224111282844,-8.934246575342465,0.7333746892691124,0.076707530647986,0.635191003803539,0.1494675956355988,0.20894974935811225,0.635191003803539,0.34366082348145127,0.11076162660076387,-0.009216589861751152,0.3425661914460285,0.6543284789644013,604.4000000000001,-409.5392999999999,0.8993381136238279,0.125,1.100061999301961,1.9786096256684491
40.81264333,-73.90934,0.5122828040742959,0.5154608225758031,-0.1406620720822506,-0.5154608225758031,-0.44429766622633204,0.5397807960285086,1.0061226585632073,0.6394736842105263,1.5635082568521552,0.7533676703645008,0.7594004733105443,-3.7107438016528924,0.6774527514817237,-0.00431832202344232,0.5874213836477987,0.10454438427125029,0.1406620720822506,0.5874213836477987,0.2721774193548387,0.051447615080191626,1.0927152317880795,0.26389584376564845,0.7533676703645008,391.9000000000001,-627.7471,0.787719298245614,-0.007253886010362694,1.016179098136357,1.717557251908397
40.81256167,-73.90936333,0.4698870765370138,0.48338081671415006,-0.10401696312875486,-0.48338081671415006,-0.48465852853843616,0.514629903605408,0.9848284503084859,0.6091455273698264,1.5819843572822987,0.8115663679043961,0.7594004733105443,-3.5120481927710845,0.6393020497357611,-0.017459361830222758,0.5526838966202783,0.10454438427125029,0.10401696312875486,0.5526838966202783,0.2373910747293372,0.0014960461637101945,1.4113475177304964,0.21304685477608076,0.8115663679043961,317.5,-674.5879999999997,0.7783711615487316,-0.029411764705882353,0.9589530438483493,1.5926004677865193
40.812485,-73.90938333,0.48639129042587254,0.45631372549019605,-0.07565751361371799,-0.45631372549019605,-0.49548962069340285,0.49142139861588613,0.9931723367200037,0.5895325872284397,1.7609495756515647,0.8593278759155536,0.7919278014539985,-3.050666666666667,0.6544105649768426,0.0386574767755469,0.5427052176802925,0.02302228753367622,0.07565751361371799,0.5427052176802925,0.19010383284194335,-0.007589524318546232,0.2773109243697479,0.21805300446077144,0.8593278759155536,163.70000000000005,-812.34775,0.7531270572745227,0.06578276389597144,0.9816158149384522,1.923758865248227
