Latitude,Longitude,ndvi_median_res10,gndvi_median_res10,ndbi_median_res10,ndwi_median_res10,bwdrvi_median_res10,ccci_median_res10,ctvi_median_res10,datt1_median_res10,fe2_median_res10,fo_median_res10,fs_median_res10,msr_median_res10,msavi_median_res10,pvr_median_res10,psndc2_median_res10,siwsi_median_res10,ndmi_median_res10,bndvi_median_res10,nbr_median_res10,pndvi_median_res10,si_median_res10,rbndvi_median_res10,srswirnir_median_res10,sbl_median_res10,w_median_res10,sipi1_median_res10,vari_median_res10,tdvi_median_res10,evi_median_res10,B2_median_res10,B3_median_res10,B4_median_res10,B5_median_res10,B6_median_res10,B7_median_res10,B8_median_res10,B8A_median_res10,B11_median_res10,B12_median_res10,gndvi_median_res100,datt1_median_res100,fs_median_res100,siwsi_median_res100,ndmi_median_res100,si_median_res100,w_median_res100,evi_median_res100,B2_median_res100,B3_median_res100,B4_median_res100,B5_median_res100,B6_median_res100,B7_median_res100,B8_median_res100,B8A_median_res100,B11_median_res100,B12_median_res100,gndvi_median_res250,datt1_median_res250,fs_median_res250,siwsi_median_res250,ndmi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B2_median_res250,B3_median_res250,B4_median_res250,B5_median_res250,B6_median_res250,B7_median_res250,B8_median_res250,B8A_median_res250,B11_median_res250,B12_median_res250,gndvi_median_res500,datt1_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,si_median_res500,w_median_res500,evi_median_res500,B2_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500
40.81310667,-73.90916667,0.206056616194865,0.2266488115165718,-0.0110375275938189,-0.2266488115165718,-0.7036078304481475,0.5133510843191108,0.8402717513964545,0.5599041533546326,1.7740324034847597,0.9781659388646288,0.8345424107142857,2.7174211248285323,0.3416416695854423,-0.0216010165184243,0.2700173310225303,-0.0237075121393887,0.0110375275938189,0.2700173310225303,0.1011269722013523,-0.3015630956919558,2.0,-0.1043754583231483,0.9781659388646288,-1185.4,-552.0072,1.5822683706070289,-0.0389908256880734,0.5124624830717143,1.3358941527955612,1053.0,1155.0,1206.0,1481.5,1660.5,1721.0,1832.0,1709.0,1792.0,1495.5,0.2292118951003791,-0.8375826098023945,0.8461421388687881,0.0168459026323524,0.0161532285094483,3.4186333722937965,-582.4230346153847,1.0022117845952123,1357.923076923077,1533.5384615384614,1619.2692307692307,1771.1538461538462,2073.6153846153848,2190.8846153846152,2352.1153846153848,2258.3076923076924,2193.538461538461,1885.2692307692307,0.2701977280099288,-0.7435108408007104,0.8300391175562143,0.0329884660669362,0.0048941180579804,1.7809348409647776,-807.3070448717949,1.3680443869612375,1258.9679487179487,1421.2884615384614,1469.025641025641,1722.9166666666667,2226.9679487179487,2415.730769230769,2407.288461538461,2509.628205128205,2344.608974358974,1994.3910256410256,0.2988680158879035,0.08625632421414389,0.8077531272763387,0.05072695005863812,0.023214005282829377,1.8580087095580446,-773.6314798722045,1.1382077583788703,1186.849840255591,1358.968051118211,1396.4345047923323,1695.5766773162939,2273.9313099041533,2484.9760383386583,2476.161341853035,2589.415335463259,2318.576677316294,1909.779552715655
40.813045,-73.90918667,0.206056616194865,0.2266488115165718,-0.0110375275938189,-0.2266488115165718,-0.7036078304481475,0.5133510843191108,0.8402717513964545,0.5599041533546326,1.7740324034847597,0.9781659388646288,0.8345424107142857,2.7174211248285323,0.3416416695854423,-0.0216010165184243,0.2700173310225303,-0.0237075121393887,0.0110375275938189,0.2700173310225303,0.1011269722013523,-0.3015630956919558,2.0,-0.1043754583231483,0.9781659388646288,-1185.4,-552.0072,1.5822683706070289,-0.0389908256880734,0.5124624830717143,1.3358941527955612,1053.0,1155.0,1206.0,1481.5,1660.5,1721.0,1832.0,1709.0,1792.0,1495.5,0.244330757376615,0.9259521727140726,0.8383801742507108,0.0233471279881511,0.0163719351693393,3.38874215871639,-590.7286875000001,1.086928819225892,1219.3333333333333,1389.0,1453.2916666666667,1646.5833333333333,1989.4583333333333,2098.75,2248.458333333333,2188.458333333333,2084.6666666666665,1768.4166666666667,0.2771106443490949,-0.7394179858096755,0.8216547986002445,0.0380233256410632,0.0090692709424903,2.035055878917453,-797.9582794871795,1.3391741108403,1245.371794871795,1410.173076923077,1454.6346153846157,1708.173076923077,2239.294871794872,2434.2628205128203,2422.275641025641,2533.346153846154,2339.583333333333,1973.320512820513,0.3007496809782258,0.08439813971642536,0.8065887475533013,0.051248062721874474,0.0242788147890144,1.8446060772662531,-773.1748178456592,1.1434284516853996,1185.0450160771704,1357.450160771704,1393.975884244373,1694.4389067524116,2275.413183279743,2489.069131832797,2482.8054662379423,2594.4389067524116,2319.969453376206,1908.549839228296
40.81297833,-73.909215,0.4850894632206759,0.4627937336814621,-0.1828978622327791,-0.4627937336814621,-0.4848867946213078,0.6790059150594545,0.9925167319600592,0.7585382513661202,1.5656723849494931,0.6907630522088354,0.7332041343669251,-21.69767441860465,0.6532292456940922,0.02875,0.5524766193280222,0.185048697025533,0.1828978622327791,0.5524766193280222,0.32760663507109,-0.0011143302874972,0.480225988700565,0.2232532751091703,0.6907630522088354,386.2000000000001,-341.9374,0.9559426229508196,0.0482180293501048,0.9798438337516704,1.7775619232637203,646.0,823.0,777.0,1130.5,1883.0,2117.5,2241.0,2251.0,1548.0,1135.0,0.2512778354665165,1.0910677096742496,0.8291030639633276,0.03503603156814,0.0479375597930731,3.417560442152185,-522.694125,1.061479442385838,1282.6,1472.85,1533.8,1691.6,2063.8,2186.4,2407.85,2272.5,2125.75,1789.25,0.2834492419912557,-0.7435613164284859,0.8161169175274781,0.040094042056929,0.0138857275096709,2.0646445389533703,-769.1229980263157,1.3538487445375946,1230.7368421052631,1389.282894736842,1438.0131578947369,1675.6052631578948,2215.8355263157896,2415.125,2421.3355263157896,2516.4013157894738,2308.8289473684213,1931.625,0.29985335846540384,0.1154387473582984,0.8077607181113031,0.04972455870201668,0.022563184256189573,1.8418001997867108,-779.0061091935484,1.1305186770880449,1181.6290322580646,1354.0596774193548,1390.0935483870967,1687.8096774193548,2266.3209677419354,2479.085483870968,2472.914516129032,2585.2629032258064,2319.1209677419356,1909.8806451612904
40.81290833,-73.90924167,0.495835458099609,0.4834794335805799,-0.1739594450373532,-0.4834794335805799,-0.4792899408284023,0.6476401581728426,0.9979155565976556,0.7332876242715118,1.5489502237479311,0.7036363636363636,0.7332041343669251,-13.585,0.6629037585535116,0.0162520729684908,0.5575221238938053,0.185048697025533,0.1739594450373532,0.5575221238938053,0.3193403298350825,0.0155799192152336,0.6524822695035462,0.233702509463059,0.7036363636363636,471.4000000000001,-381.9574499999999,0.9314364072677408,0.0277620396600566,0.994355600869803,1.8579617834394904,625.0,766.0,741.5,1130.5,1883.0,2117.5,2200.0,2251.0,1548.0,1135.0,0.2414069153703714,1.0136515110442312,0.8219761600451201,0.0322214494456721,0.0412939274522129,2.964092617457893,-561.2493,1.0281264083506731,1315.4615384615386,1518.076923076923,1575.076923076923,1725.2307692307693,2084.923076923077,2213.8076923076924,2411.8846153846152,2303.538461538461,2187.423076923077,1840.6153846153843,0.2843832054539081,-0.704650125312798,0.8185323389725093,0.03671779694743,0.0113786355856731,2.0724691919932674,-781.7460378205129,1.3479707348949457,1222.3525641025642,1380.0833333333333,1429.8525641025642,1666.923076923077,2199.980769230769,2397.9551282051284,2410.044871794872,2501.903846153846,2309.73717948718,1936.820512820513,0.2987175881440534,0.15598106833195707,0.8080252136537286,0.049090971512825356,0.023119183125577362,1.8484996653092627,-774.475319488818,1.1279653387644488,1189.2012779552715,1362.0111821086261,1398.468051118211,1691.073482428115,2267.047923322684,2479.0239616613417,2479.730031948882,2585.7555910543133,2322.115015974441,1912.3274760383385
40.812845,-73.90925667,0.5061857466457571,0.4781121751025992,-0.1438401482069604,-0.4781121751025992,-0.5063956144358154,0.660959885329713,1.0030881051262432,0.7459552495697074,1.6356921653080838,0.7484960666358168,0.7465224111282844,-9.921052631578949,0.6720915352839256,0.037037037037037,0.5323524197837263,0.1494675956355988,0.1438401482069604,0.5323524197837263,0.2830636781950423,0.0069897483690587,-0.0531400966183574,0.2247095494474355,0.7484960666358168,485.60000000000014,-484.0228,0.908433734939759,0.0671182266009852,1.008137263757512,2.47571160729504,659.5,763.0,708.5,1077.5,1783.0,2042.0,2161.0,2186.0,1617.5,1207.5,0.2414069153703714,1.0136515110442312,0.8219761600451201,0.0322214494456721,0.0412939274522129,2.964092617457893,-561.2493,1.0281264083506731,1315.4615384615386,1518.076923076923,1575.076923076923,1725.2307692307693,2084.923076923077,2213.8076923076924,2411.8846153846152,2303.538461538461,2187.423076923077,1840.6153846153843,0.2887664341330299,-0.6792655461057606,0.8144772481184734,0.0367026263126028,0.0118466574560373,2.1413449005620238,-787.120879375,1.3588656843222175,1211.1,1369.8625,1417.01875,1663.675,2203.73125,2402.10625,2418.26875,2507.625,2314.325,1930.2375,0.29823014551143,0.1628196524244777,0.8082491678657775,0.04867607025146133,0.022586883527900857,1.8494667684480008,-776.091633968254,1.127943955570728,1189.2761904761905,1361.8492063492063,1398.611111111111,1689.2904761904763,2264.911111111111,2476.822222222222,2477.1349206349205,2583.753968253968,2322.626984126984,1913.1904761904761
40.81277667,-73.90928,0.5061857466457571,0.4781121751025992,-0.1438401482069604,-0.4781121751025992,-0.5063956144358154,0.660959885329713,1.0030881051262432,0.7459552495697074,1.6356921653080838,0.7484960666358168,0.7465224111282844,-9.921052631578949,0.6720915352839256,0.037037037037037,0.5323524197837263,0.1494675956355988,0.1438401482069604,0.5323524197837263,0.2830636781950423,0.0069897483690587,-0.0531400966183574,0.2247095494474355,0.7484960666358168,485.60000000000014,-484.0228,0.908433734939759,0.0671182266009852,1.008137263757512,2.47571160729504,659.5,763.0,708.5,1077.5,1783.0,2042.0,2161.0,2186.0,1617.5,1207.5,0.2521049414702551,1.019469088655405,0.8084891755519487,0.0428325715905847,0.0520426636775595,3.013301593441019,-514.7983083333332,1.0920233060162596,1297.4166666666667,1494.8333333333333,1541.4166666666667,1702.7916666666667,2091.375,2223.208333333333,2424.958333333333,2310.375,2145.6666666666665,1773.5833333333333,0.2913955322884584,-0.738556713798929,0.810747485014066,0.039345040836552,0.0139424294806217,2.1523073971240048,-781.4780860759495,1.3695560469106278,1205.379746835443,1363.5,1410.4367088607594,1665.018987341772,2208.3037974683543,2408.5886075949365,2421.9177215189875,2514.0506329113923,2309.772151898734,1918.3417721518988,0.29605435936597585,0.14517677616700314,0.8095827740443394,0.04696297171595919,0.02022714766946839,1.937677300475039,-780.6855280254777,1.1111221748504534,1190.2308917197452,1362.6098726114649,1401.7675159235669,1689.3869426751592,2260.816878980892,2472.5063694267515,2469.9060509554142,2578.5700636942674,2324.5907643312103,1917.7054140127389
40.81271,-73.90931167,0.5790482274033855,0.5256904798642185,-0.2089497493581122,-0.5256904798642185,-0.380994115437586,0.6784792991904658,1.038772461804502,0.7691671263099834,1.65463172355879,0.6543284789644013,0.7465224111282844,-8.934246575342465,0.7333746892691124,0.076707530647986,0.635191003803539,0.1494675956355988,0.2089497493581122,0.635191003803539,0.3436608234814512,0.1107616266007638,-0.0092165898617511,0.3425661914460285,0.6543284789644013,604.4000000000001,-409.5392999999999,0.8993381136238279,0.125,1.100061999301961,1.978609625668449,551.5,768.5,659.0,1077.5,1783.0,2042.0,2472.0,2186.0,1617.5,1207.5,0.2521049414702551,1.019469088655405,0.8084891755519487,0.0428325715905847,0.0520426636775595,3.013301593441019,-514.7983083333332,1.0920233060162596,1297.4166666666667,1494.8333333333333,1541.4166666666667,1702.7916666666667,2091.375,2223.208333333333,2424.958333333333,2310.375,2145.6666666666665,1773.5833333333333,0.2965753542170209,-0.757526943622133,0.8048335276954794,0.0438451807612219,0.0169823778448464,2.027001063532086,-771.9713333333334,1.381656095033576,1187.173076923077,1347.371794871795,1390.6602564102564,1646.7628205128206,2202.48717948718,2408.326923076923,2421.544871794872,2520.583333333333,2294.9551282051284,1893.1666666666667,0.29766021522007285,0.14524308035728917,0.8085678139308939,0.04784178637810128,0.0210224024276572,1.9274874992511195,-780.8797826433121,1.115222902101771,1187.7722929936306,1360.9840764331211,1399.0063694267517,1688.9331210191083,2264.1640127388537,2477.4506369426754,2475.5366242038217,2584.6624203821657,2326.0302547770702,1916.592356687898
40.81264333,-73.90934,0.5122828040742959,0.5154608225758031,-0.1406620720822506,-0.5154608225758031,-0.444297666226332,0.5397807960285086,1.0061226585632073,0.6394736842105263,1.5635082568521552,0.7533676703645008,0.7594004733105443,-3.710743801652893,0.6774527514817237,-0.0043183220234423,0.5874213836477987,0.1045443842712502,0.1406620720822506,0.5874213836477987,0.2721774193548387,0.0514476150801916,1.0927152317880795,0.2638958437656484,0.7533676703645008,391.9000000000001,-627.7471,0.787719298245614,-0.0072538860103626,1.016179098136357,1.717557251908397,656.0,807.0,814.0,1430.5,1970.0,2275.5,2524.0,2345.5,1901.5,1444.0,0.2235215060571786,1.065703376822411,0.8085758666419569,0.0282765179213033,0.0368680350477533,1.4752398529008894,-509.0878857142857,0.9639032152348505,1395.7857142857142,1558.2142857142858,1628.7857142857142,1732.9642857142858,2095.214285714286,2218.3928571428573,2385.6071428571427,2284.8214285714284,2181.464285714286,1798.571428571429,0.2944061232174665,-0.7003523166368216,0.8047546430560752,0.0445504802070961,0.0173824427169602,2.072141080838437,-776.01628625,1.365212610852971,1212.81875,1373.0,1420.16875,1673.14375,2227.69375,2432.68125,2442.79375,2546.0875,2320.34375,1919.0375,0.294328367241583,0.15208181669589368,0.8100611366018339,0.04599959718779397,0.018810609256160064,1.9550628870066356,-781.9984601587302,1.1014864742971928,1190.5507936507936,1363.4857142857143,1403.1301587301587,1689.763492063492,2256.4190476190474,2467.525396825397,2462.588888888889,2573.8396825396826,2323.9190476190474,1917.631746031746
40.81256167,-73.90936333,0.4698870765370138,0.48338081671415,-0.1040169631287548,-0.48338081671415,-0.4846585285384361,0.514629903605408,0.984828450308486,0.6091455273698264,1.5819843572822987,0.8115663679043961,0.7594004733105443,-3.5120481927710845,0.6393020497357611,-0.0174593618302227,0.5526838966202783,0.1045443842712502,0.1040169631287548,0.5526838966202783,0.2373910747293372,0.0014960461637101,1.4113475177304964,0.2130468547760807,0.8115663679043961,317.5,-674.5879999999997,0.7783711615487316,-0.0294117647058823,0.9589530438483492,1.592600467786519,675.0,816.0,845.0,1430.5,1970.0,2275.5,2343.0,2345.5,1901.5,1444.0,0.2309133769488063,1.1488070482290913,0.7998410610141377,0.0335585301648614,0.0460042230433019,0.7790032423952897,-485.0502692307692,0.9952150046066328,1395.4615384615386,1567.4615384615386,1629.5384615384614,1723.076923076923,2109.730769230769,2240.038461538461,2426.192307692308,2305.230769230769,2180.846153846154,1781.6153846153843,0.2980052322184507,-0.4448232939024892,0.8039469530772647,0.0438664705092107,0.0156187466032291,2.06201581032926,-793.3592537974685,1.3842323844757634,1192.613924050633,1350.8417721518988,1395.4240506329113,1660.4303797468351,2217.664556962025,2428.43670886076,2432.537974683544,2541.8354430379745,2319.3987341772154,1916.822784810127,0.29320582776002324,0.14606542883893006,0.8104767376880364,0.04514500323201757,0.0178242357005938,1.9693863923110178,-784.7028477564103,1.095536209068698,1194.9022435897436,1367.761217948718,1408.0352564102564,1694.261217948718,2260.463141025641,2470.875,2464.8125,2577.0929487179487,2329.639423076923,1923.1041666666667
40.812485,-73.90938333,0.4863912904258725,0.456313725490196,-0.0756575136137179,-0.456313725490196,-0.4954896206934028,0.4914213986158861,0.9931723367200036,0.5895325872284397,1.7609495756515647,0.8593278759155536,0.7919278014539985,-3.050666666666667,0.6544105649768426,0.0386574767755469,0.5427052176802925,0.0230222875336762,0.0756575136137179,0.5427052176802925,0.1901038328419433,-0.0075895243185462,0.2773109243697479,0.2180530044607714,0.8593278759155536,163.70000000000005,-812.34775,0.7531270572745227,0.0657827638959714,0.9816158149384522,1.923758865248227,688.0,866.5,802.0,1425.5,1881.5,2001.0,2321.0,2088.5,1994.5,1579.5,0.2386015292702971,1.1805335298593662,0.7944862214226731,0.0348458365817016,0.0443181645540478,0.7046973707521398,-483.59988461538455,1.052691456725942,1347.8461538461538,1514.8461538461538,1567.6153846153843,1677.923076923077,2068.5,2205.769230769231,2385.423076923077,2272.6153846153848,2138.076923076923,1731.7692307692307,0.3046688024305642,-0.4505173037419324,0.8010516214506852,0.046738114803025,0.0203724773671068,1.960721664030912,-786.3579692307693,1.392556495511348,1174.8910256410256,1338.8525641025642,1377.6538461538462,1651.724358974359,2222.775641025641,2435.24358974359,2449.326923076923,2550.5128205128203,2311.333333333333,1902.794871794872,0.2920666965694874,0.14048314139031737,0.8111715810267001,0.043898044240384335,0.01646407314879603,1.9854800309674403,-785.9102520833333,1.0888522733933725,1191.4150641025642,1363.0176282051282,1404.7740384615386,1691.3509615384614,2252.105769230769,2461.0304487179487,2452.778846153846,2567.033653846154,2324.2852564102564,1919.5721153846155
