gndvi_median_res100,fs_median_res100,siwsi_median_res100,si_median_res100,gndvi_median_res250,fs_median_res250,ndmi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B2_median_res250,B5_median_res250,B11_median_res250,gndvi_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,w_median_res500,evi_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500,lst_median_res10,std_number_of_floors_250,std_number_of_floors_500,0,1,3,4,5,6,7,8,10,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,34,35,36,37,39,40,44,46,49,UHI Index
0.0084609761922949,0.0188099373397056,-0.0127460236126882,0.2947959796583328,0.3072813526711521,-0.081376850704982,0.0900267904968332,0.0184243958158632,-0.4839384644233026,0.1469706744199154,-0.1410930384629401,-0.041772635558285,0.3111256100845035,0.7141263407608556,-0.4000321613200872,0.3647178444983113,0.3361570383652552,-0.5026568739504935,0.204863066211008,-0.2019374978108718,-0.2165452319039531,0.0384871964546952,0.6649735791544257,0.6421394854574548,0.6702630582648849,0.7136578695266447,0.4586690367740884,0.1633252413166716,0.800663130331273,-0.1320366367312641,-0.4415909802026501,0.4274416907412394,0.5327336436854229,0.8616091097299876,-0.3127551093149073,-0.654338951006694,0.0837286761752117,-0.3903874317422701,-0.0072294331551499,0.2277125693716381,0.3682876546210399,-0.1336845727135251,-0.2796917475361503,0.0357891269078582,-0.1668678638680461,-0.003090161130938,-0.0779581915914799,0.3982843241661107,0.4590081604590096,-0.1666151689665633,-0.3485883735750935,-0.2079725189610538,-0.0038513622665232,-0.0971616769286948,0.644159433202252,-0.2338231474949634,-0.4891993399822781,-0.2694726513003222,-0.5637844010385317,0.0721413901381945,-0.3363613675132336,-0.1571430431524221,0.2046478501511003,0.0570412836681994,0.2554457025724344,-0.032686622855221,1.030288903
0.1190612646022616,-0.0628057259431068,0.0623757542928755,0.2887791965014409,0.366147909224734,-0.1827678429812853,0.1463473217847056,0.120994539545795,-0.4291063365238021,0.141255732033556,-0.189508479072777,-0.0923995786141983,0.2923313467092446,0.7323308535977826,-0.4170000310289034,0.3730756136150043,0.3532106095286075,-0.4997182147216331,0.2071418810963562,-0.2085931765262736,-0.225389809148316,0.0340093893541784,0.671193732466867,0.6555576396506233,0.6910651470865347,0.72865368478125,0.463899454424203,0.1594349821516953,0.800663130331273,-0.1360840131990401,-0.4362544574406927,0.366536601282953,0.535012789035133,0.8616091097299876,-0.3230566868591144,-0.6419926775013444,0.0729595121090506,-0.395292652022668,-0.0072294331551499,0.1961017693358512,0.3158112747148606,-0.118412100023071,-0.2353138140598857,0.0267423315997138,-0.1448892251845137,-0.0026498518578909,-0.0668501253084471,0.3620484422620796,0.4609718928547187,-0.1728394590529444,-0.343474292930127,-0.2114866242437419,-0.0038678391954798,-0.0975773547946733,0.583059400466172,-0.2186156530026615,-0.4344427901475082,-0.2783485843570009,-0.5531467393151044,0.0628625802746133,-0.3405877499920567,-0.1571430431524221,0.2074000273813962,0.0589201185438829,0.2537749880686398,-0.0288403590318665,1.030288903
0.169881810904702,-0.1603528736960343,0.1974412489710859,0.2945800102401674,0.4201238866944213,-0.2497370577767403,0.2113186893710247,0.1329373253029716,-0.2599824173716443,0.1441606119789247,-0.2416230472450274,-0.2042318312487597,0.1773199428266557,0.7236592176224877,-0.3999215442283358,0.3486411760266947,0.3257337442192705,-0.5372430736753847,0.2015068083595323,-0.2234598419182014,-0.2393560226035566,0.0079194103014389,0.6330292202173504,0.6228288178062247,0.6600975717106967,0.70126248323551,0.4607130597372966,0.1636450522459538,0.4703942264436195,-0.1434259361885868,-0.4463153429986671,0.3506673376830964,0.5419712688652195,0.8156611522482752,-0.3156571049280208,-0.6451803545532354,0.1058652912000985,-0.418767634793144,-0.0072294331551499,0.1900516219536961,0.2860257247104294,-0.1106906366058628,-0.2262436772566192,0.0371234998181842,-0.146848131600759,-0.0025351260774743,-0.0639558379262594,0.4051905921393189,0.4420649096480647,-0.1710770816841611,-0.3496692154041292,-0.2269600263885271,-0.0039181450602728,-0.0988464647470474,0.6098076489488375,-0.2359927483362132,-0.4823521557617714,-0.2574692379209441,-0.5262485514028427,0.0863502054033715,-0.3415724915196607,-0.148762906749759,0.2036557628747083,0.057570558970317,0.2701806510912604,-0.0443329576025526,1.023797758
0.0976722365624991,-0.2352909878279511,0.1649187010621113,0.2033017634487647,0.4280770008789101,-0.2205275324278977,0.1774993890836138,0.1360955675067853,-0.3340187316870006,0.1429970454680439,-0.2714791755508176,-0.2340449605988942,0.1807164356439368,0.7126710000586054,-0.3960671951584887,0.3384795050174563,0.3346384039079492,-0.5080870541119544,0.2003922848590111,-0.1885939106356222,-0.2092298055466191,0.0207644334606418,0.6360806112728045,0.6226271330667358,0.6814362699704605,0.7027332010235574,0.471956879308392,0.1713857222007294,0.4703942264436195,-0.1394548309977701,-0.4391992644402488,0.3600618888554349,0.5592019472366893,0.792687173507419,-0.3224017388491719,-0.6377434212831201,0.0861218237454697,-0.4320818041256528,0.1589108458510639,0.2013473093736795,0.2854164409645571,-0.1160845790603094,-0.2296271008723275,0.0310091865294686,-0.1555761905335465,0.0572177393167489,-0.1073468070804058,0.418072656509477,0.443272210974896,-0.1802876801569514,-0.356627363018909,-0.2416209862326067,0.0888632544369443,-0.1667172933514928,0.5926317568221303,-0.2410351968372125,-0.476792127825737,-0.2555637231022271,-0.5055310300398677,0.0682676650421005,-0.3425057040363499,-0.2363272529622754,0.2056095879612979,0.09611902379517,0.2755573280372768,-0.037211672978534,1.023797758
0.0976722365624991,-0.2352909878279511,0.1649187010621113,0.2033017634487647,0.4654021421459793,-0.2695654671272346,0.1838127484077837,0.1638956716788527,-0.3655431081613716,0.1451537275869933,-0.3115491729324816,-0.2451982962712557,0.1978733926562713,0.7079551472171529,-0.3928036327521685,0.3318251878355063,0.326113302454148,-0.5184881761357577,0.2003829511676245,-0.1893041454802273,-0.2087151652704555,0.013747238391084,0.6271113566962516,0.6154092966479997,0.6733112360415772,0.6967581756888535,0.4738795195220148,0.1741158656737748,0.3218069895207424,-0.1449787679899025,-0.5127336615107595,0.3542839522336968,0.5685057586301313,0.7467392160257066,-0.3211263137771788,-0.6538568490103308,0.1184293159439531,-0.6111223443601785,0.1589108458510639,0.201412467035099,0.2645577207414796,-0.1137698996112171,-0.2316509886624515,0.0419576061129568,-0.2165108394582462,0.0562995625209146,-0.1414974289080744,0.4250284068678946,0.4245255445055638,-0.1825621586299926,-0.3717213839821253,-0.3474265719963076,0.0903417309751149,-0.2270554527192804,0.5582799725687159,-0.2400816587627086,-0.4888389090801254,-0.2397976117951955,-0.4882605508230132,0.0884358145424482,-0.4563490203233116,-0.2982400937617714,0.2099706396606489,0.1282546033138573,0.3995865304431526,-0.0723748012006409,1.021634043
0.1759324092161166,-0.3771042064210363,0.2875304115434201,0.2132070065763628,0.487790082004965,-0.3146692357335271,0.21208356797963,0.168320432639457,-0.3324471483041321,0.1472699112364371,-0.3319187995559829,-0.240583275655307,0.1808472210920539,0.6869051064744907,-0.3733697183400534,0.3043499736563799,0.2883206990309609,-0.5480502776089068,0.1930403010534178,-0.1859687594538992,-0.1973603971662779,0.0141268916566773,0.6099258454601432,0.6012608833836637,0.650678368195994,0.6812837511011844,0.4812542805742553,0.1883990937776461,0.3218069895207424,-0.1406843078729619,-0.5135882452411574,0.3357123587912434,0.5798680239111076,0.7007912585439942,-0.3369698363201558,-0.6513909001257423,0.0161222573154224,-0.6027133953080678,0.1589108458510639,0.194668862094815,0.2352642864260883,-0.1131249385925387,-0.2186799755763641,0.0054124410323998,-0.2023383356139505,0.0533483348981723,-0.1340801222356576,0.4335231062398418,0.406366442266084,-0.1953980331046181,-0.3777207540495918,-0.3494942255220435,0.092147318161699,-0.2315934266063085,0.5239281883153014,-0.2519266524912562,-0.4869953071290039,-0.2361455156861657,-0.4564890487032241,0.0112983369946449,-0.4223762788392647,-0.279888944051916,0.2194990849958103,0.1345823460483055,0.3926020210875646,-0.0097171004466085,1.021634043
0.1759324092161166,-0.3771042064210363,0.2875304115434201,0.2132070065763628,0.5318985690074264,-0.3861863146948726,0.2530908105158352,0.1177433975763961,-0.2766883971914045,0.1496651456153932,-0.3967521307921124,-0.3032718022992621,0.125436370154973,0.7024412524446305,-0.3881601776926637,0.3184446801579136,0.3010571871379815,-0.5493003227019186,0.194830254561962,-0.1930975860155056,-0.2072932733453019,0.0123408322363161,0.6239754164118348,0.6174693926678864,0.6683071297971834,0.6994699875649022,0.4866601289743739,0.1848778821266254,0.3218069895207424,-0.1443744066704233,-0.5182231410192257,0.31901816582352,0.5757090708203288,0.6548433010622818,-0.3525599383810581,-0.656276401562095,0.0149256835302934,-0.6095456664129077,0.1589108458510639,0.1836616518210642,0.2089069088067082,-0.1124730248851783,-0.2093640938995994,0.0047615641834965,-0.194456140484721,0.0506954465728705,-0.1671955439878754,0.3895880183771867,0.3769992283874831,-0.2029719545338313,-0.3778242773446227,-0.3509209692331332,0.0914864154081885,-0.3017257372353138,0.4431389341232894,-0.2385807949097358,-0.4441087273958915,-0.2308715138717667,-0.4297582052081979,0.0097739838735882,-0.3991568963420369,-0.3431995217742307,0.2313767676956747,0.1847745896657241,0.4000304365412322,-0.0090978857141408,1.015142899
-0.033166406731361,-0.3761926651863269,0.1193349451380124,-0.0963884519946663,0.5134266024671144,-0.3871402612117635,0.2584874670623915,0.1359631329449659,-0.3004127465091348,0.1464101173527776,-0.3054287627422352,-0.2126842426793141,0.2203815606914947,0.6702066801995143,-0.3663988020757539,0.2888990693753286,0.2656339757281957,-0.5564991082669706,0.1888343505096334,-0.1821283497676659,-0.1924584615791122,0.0156088385256654,0.5914659785352445,0.5849320459181554,0.6277690657187509,0.6671631349508401,0.4787317221757458,0.1881660414925659,0.3218069895207424,-0.1528900101678233,-0.5170339185684659,0.322102956974332,0.5924228376088853,0.677817279803138,-0.3537900918741752,-0.6585201054003553,0.026293134489019,-0.6098960392900791,0.1589108458510639,0.1908211477729464,0.2183269501128889,-0.1139568347408924,-0.2121112731765032,0.0084690963670368,-0.1964493177022678,0.0511856533439199,-0.1642805356351888,0.4429093831305942,0.4015544362813107,-0.2095933301460071,-0.3901223494637807,-0.3613163422426488,0.0941424142259154,-0.3021504117786219,0.5067522961885942,-0.2645018750157599,-0.4923252703072209,-0.2398050376954557,-0.4463563065381445,0.0178219408968449,-0.4133980743143092,-0.3457037055320162,0.2329778885905832,0.1804417641535149,0.4016288040765621,-0.016036078585374,1.015142899
0.020907969869601,-0.4680375768856925,0.180368693229997,-0.2365334715487732,0.5440746160049869,-0.3969076005548019,0.2346961700959448,0.1318762991283019,-0.4021322544437968,0.1501751284666486,-0.3773774595466919,-0.2563397623356148,0.2168475087811843,0.6593464668134472,-0.3603424744516936,0.2751928221954136,0.2498366039675298,-0.573902073940424,0.1862370799598569,-0.1633810280042978,-0.1748129914968026,0.0333100777248226,0.6084410328234264,0.5959128583396431,0.6347309696745549,0.676874429122911,0.5002139644552763,0.2054783136181053,0.234680836961421,-0.3587533967413461,-0.5173249814232461,0.2923683841850649,0.5967457638745381,0.6318693223214256,-0.4411317678909789,-0.6647834768480052,-0.315926968057879,-0.6193561069737037,-0.1272196346596378,0.174469594753281,0.1847386127832271,-0.1289729821909866,-0.1943616709589807,-0.0923670571715686,-0.1810801442310539,-0.0371949990220525,-0.1565317252184542,0.4038237564879664,0.3770653414175858,-0.2632435137994277,-0.3967067237028342,-0.3695981331663829,-0.0759177780648052,-0.3194929718425329,0.4275922156407468,-0.2985182273591563,-0.449865549323503,-0.2787376312317252,-0.4200562850064301,-0.1996245592097946,-0.3913521235891105,-0.3382978478034794,0.2932571104066722,0.2361784666598332,0.4117377062010238,0.1956712970243335,1.012979184
0.0771497590043016,-0.5243427530279023,0.1952435424237758,-0.2514904526630699,0.60081787941145,-0.4319206467103085,0.298821400866392,0.0909912341666314,-0.3610685080528779,0.1518229067832379,-0.4404880969441386,-0.2862347353752291,0.186685532047555,0.6483257339063492,-0.3502169020072265,0.2551937009203108,0.2280527743378395,-0.5816718241320921,0.1833195647534775,-0.1841808238285912,-0.1865448116355704,0.0218564795813589,0.5733610221359466,0.5636400291813857,0.5970548032371354,0.6468465229170718,0.480106979103473,0.1943044954788297,0.234680836961421,-0.3649596243754372,-0.5179819718770403,0.2893424005307293,0.6168166751831569,0.6088953435805694,-0.4446442313431886,-0.6696065065857405,-0.3619950587853461,-0.6293417339730852,-0.1272196346596378,0.1784712174848777,0.1761792403835851,-0.1286544292789791,-0.1937455540265137,-0.1047405192892145,-0.1820952480619441,-0.0368100344870619,-0.1549116374541214,0.3736650856498863,0.3755768013618727,-0.274263976416476,-0.4130244590732251,-0.3881884759032812,-0.0784711920687736,-0.3302387793367386,0.3688663745079363,-0.2693637047656739,-0.4056449553034299,-0.270741802014829,-0.4077202838913092,-0.2204171056935717,-0.383203251337133,-0.3259977609200701,0.2977366704232143,0.2380590118681452,0.42141131993433,0.2278185979856586,1.012979184
