0,1,2,3,4,5,6,7,8,9,10,11,12,UHI Index binned
0.0049269816267721,0.0232503188902013,-0.1123432473372598,-0.3636937466672366,0.1571344884869872,-0.0268155937855738,0.39933401071155,0.069029407469307,0.800663130331273,-0.6880234306641144,-0.6975427277020617,0.7476237494797608,-0.8222816939846389,1.0295
0.0049269816267721,0.0232503188902013,-0.1123432473372598,-0.3636937466672366,0.1571344884869872,-0.0268155937855738,0.39933401071155,0.069029407469307,0.800663130331273,-0.6880234306641144,-0.6975427277020617,0.6767098837300967,-0.8222816939846389,1.0295
1.348299758988883,0.0379200722148427,-1.0002350096933068,1.5550425197732414,1.4591633496412162,-0.1619907410097868,0.9005274859399128,0.1717993342562862,0.4703942264436195,1.3070392827580894,2.089260274967456,0.7476237494797608,-0.8222816939846389,1.0234999999999999
1.4659758278638826,0.0360552339293788,-1.0002350096933068,1.5550425197732414,1.3914451225940576,-0.1466695367092017,0.8050459462882695,0.190507259752387,0.4703942264436195,1.3070392827580894,2.089260274967456,0.7476237494797608,-0.8222816939846389,1.0234999999999999
1.4354427600245043,0.0369907779280873,-0.8835447653807301,1.2280067400478722,1.1632587069605322,-0.2094305830990342,0.5615340875303745,0.3342490231665708,0.3218069895207424,1.3070392827580894,2.089260274967456,0.7476237494797608,-0.8222816939846389,1.0215
1.4354427600245043,0.0369907779280873,-0.8835447653807301,1.2280067400478722,1.1632587069605322,-0.2094305830990342,0.5615340875303745,0.3342490231665708,0.3218069895207424,1.3070392827580894,2.089260274967456,0.7476237494797608,-0.8222816939846389,1.0215
1.7061045164740798,0.0387050480830641,-0.8835447653807301,1.2280067400478722,1.656534715151326,-0.2055238400910054,0.7392399939108815,0.2185803290183069,0.3218069895207424,-0.3950268235806359,-0.1746096776641349,0.6767098837300967,-0.8222816939846389,1.0154999999999998
1.6479104083941036,0.0291267791832669,-0.7707115325798916,0.8151050342995642,1.1391813254867311,-0.1075133496397293,0.2186305317038644,0.157837084587204,0.3218069895207424,-0.3950268235806359,-0.1746096776641349,0.7476237494797608,-0.8222816939846389,1.0154999999999998
1.4654148197653976,0.0268869493448956,-0.7707115325798916,0.8151050342995642,0.8615547889282694,-0.0791728425364218,0.1068755176379489,0.1287613846733757,0.234680836961421,-0.3950268235806359,-0.1746096776641349,0.6767098837300967,-0.8222816939846389,1.013
1.3114365204257774,0.02543847198514,-0.4857180656392307,0.0658128137118755,0.6467011298067795,-0.1800388675674165,-0.2217975607821314,0.205817322501845,0.234680836961421,-0.3950268235806359,-0.1746096776641349,0.6057960179804326,-0.8222816939846389,1.013
1.3114365204257774,0.02543847198514,-0.4857180656392307,0.0658128137118755,0.6467011298067795,-0.1800388675674165,-0.2217975607821314,0.205817322501845,0.234680836961421,-0.3950268235806359,-0.1746096776641349,0.6767098837300967,-0.8222816939846389,1.0105
1.0875196439689805,0.0233723049316633,-0.4857180656392307,0.0658128137118755,0.3910410664228064,-0.1717181334944952,-0.2801756694312518,0.2169737510309783,0.234680836961421,-0.3950268235806359,-0.1746096776641349,0.7476237494797608,-0.8222816939846389,1.0105
0.4448551120463314,-0.0268723646074931,0.2708849621983362,-0.728994314272294,-1.0636087729445378,-0.1909105854410727,-1.6161554250160115,0.3606825869906878,0.1617380115629281,-0.7437374495983492,-0.9040290536100454,0.8185376152294249,-0.8222816939846389,1.0105
0.2855264954008767,0.0378383446710567,-0.4085683448755802,-0.2664886602053107,0.1820363394560931,-0.1051572107826736,0.156473606272225,0.0887411627012489,-0.0814047397654152,-0.7437374495983492,-0.9040290536100454,0.8185376152294249,-0.8222816939846389,1.0105
-0.2116475949464459,-0.0052677260008926,-0.7782759190101832,-0.5517553730892203,-0.4084803711281135,-0.0606616327211097,-0.2151688550286119,-0.0831649434547291,-0.0814047397654152,-0.7437374495983492,-0.9040290536100454,0.7476237494797608,-0.8222816939846389,1.0105
-0.3991317724455496,-0.008691190060091,-0.7782759190101832,-0.5517553730892203,-0.4943568969326335,-0.0058287502020811,-0.101539523025803,-0.1080055692077986,0.0158523607659198,-0.7437374495983492,-0.9040290536100454,0.6057960179804326,-0.8222816939846389,1.0105
