Unnamed: 0,gndvi_median_res100,si_median_res100,w_median_res100,gndvi_median_res250,fs_median_res250,siwsi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B8A_median_res250,gndvi_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,w_median_res500,evi_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500,lst_median_res10,lst_median_res250,lst_median_res500,polygon_density_250,polygon_density_500,mean_number_of_floors_250,mean_number_of_floors_500,std_number_of_floors_250,std_number_of_floors_500,units_density_250,units_density_500,population_density_250,population_density_500,UHI Index binned
0,0.0084609761922949,0.2947959796583328,0.6304487756258238,0.3072813526711521,-0.081376850704982,0.1214551400044877,0.0184243958158632,-0.4839384644233026,0.1469706744199154,0.2860986645510168,0.7141263407608556,-0.4000321613200872,0.3647178444983113,0.3361570383652552,-0.5026568739504935,0.204863066211008,-0.2019374978108718,-0.2165452319039531,0.0384871964546952,0.6649735791544257,0.6421394854574548,0.6702630582648849,0.7136578695266447,0.4586690367740884,0.1633252413166716,0.800663130331273,0.4274416907412394,0.5327336436854229,0.7476237494797608,0.8616091097299876,-0.3127551093149073,-0.654338951006694,-0.1320366367312641,-0.4415909802026501,0.0837286761752117,-0.3903874317422701,-0.0072294331551499,-0.1823832192322895,1.0295
1,0.1190612646022616,0.2887791965014409,0.5962439077696895,0.366147909224734,-0.1827678429812853,0.1889955423279327,0.120994539545795,-0.4291063365238021,0.141255732033556,0.349401558717996,0.7323308535977826,-0.4170000310289034,0.3730756136150043,0.3532106095286075,-0.4997182147216331,0.2071418810963562,-0.2085931765262736,-0.225389809148316,0.0340093893541784,0.671193732466867,0.6555576396506233,0.6910651470865347,0.72865368478125,0.463899454424203,0.1594349821516953,0.800663130331273,0.366536601282953,0.535012789035133,0.6767098837300967,0.8616091097299876,-0.3230566868591144,-0.6419926775013444,-0.1360840131990401,-0.4362544574406927,0.0729595121090506,-0.395292652022668,-0.0072294331551499,-0.1823832192322895,1.0295
2,0.169881810904702,0.2945800102401674,0.876428169295108,0.4201238866944213,-0.2497370577767403,0.2167732822561786,0.1329373253029716,-0.2599824173716443,0.1441606119789247,0.3041760081050596,0.7236592176224877,-0.3999215442283358,0.3486411760266947,0.3257337442192705,-0.5372430736753847,0.2015068083595323,-0.2234598419182014,-0.2393560226035566,0.0079194103014389,0.6330292202173504,0.6228288178062247,0.6600975717106967,0.70126248323551,0.4607130597372966,0.1636450522459538,0.4703942264436195,0.3506673376830964,0.5419712688652195,0.7476237494797608,0.8156611522482752,-0.3156571049280208,-0.6451803545532354,-0.1434259361885868,-0.4463153429986671,0.1058652912000985,-0.418767634793144,-0.0072294331551499,-0.1823832192322895,1.0234999999999999
3,0.0976722365624991,0.2033017634487647,0.7176477959318156,0.4280770008789101,-0.2205275324278977,0.1714824554355189,0.1360955675067853,-0.3340187316870006,0.1429970454680439,0.2654824517209602,0.7126710000586054,-0.3960671951584887,0.3384795050174563,0.3346384039079492,-0.5080870541119544,0.2003922848590111,-0.1885939106356222,-0.2092298055466191,0.0207644334606418,0.6360806112728045,0.6226271330667358,0.6814362699704605,0.7027332010235574,0.471956879308392,0.1713857222007294,0.4703942264436195,0.3600618888554349,0.5592019472366893,0.7476237494797608,0.792687173507419,-0.3224017388491719,-0.6377434212831201,-0.1394548309977701,-0.4391992644402488,0.0861218237454697,-0.4320818041256528,0.1589108458510639,-0.29813432191238,1.0234999999999999
4,0.0976722365624991,0.2033017634487647,0.7176477959318156,0.4654021421459793,-0.2695654671272346,0.1712789481152757,0.1638956716788527,-0.3655431081613716,0.1451537275869933,0.2807521363274544,0.7079551472171529,-0.3928036327521685,0.3318251878355063,0.326113302454148,-0.5184881761357577,0.2003829511676245,-0.1893041454802273,-0.2087151652704555,0.013747238391084,0.6271113566962516,0.6154092966479997,0.6733112360415772,0.6967581756888535,0.4738795195220148,0.1741158656737748,0.3218069895207424,0.3542839522336968,0.5685057586301313,0.7476237494797608,0.7467392160257066,-0.3211263137771788,-0.6538568490103308,-0.1449787679899025,-0.5127336615107595,0.1184293159439531,-0.6111223443601785,0.1589108458510639,-0.3993898905551848,1.0215
5,0.1759324092161166,0.2132070065763628,0.9089452235774826,0.487790082004965,-0.3146692357335271,0.2067257639450476,0.168320432639457,-0.3324471483041321,0.1472699112364371,0.2979020663227877,0.6869051064744907,-0.3733697183400534,0.3043499736563799,0.2883206990309609,-0.5480502776089068,0.1930403010534178,-0.1859687594538992,-0.1973603971662779,0.0141268916566773,0.6099258454601432,0.6012608833836637,0.650678368195994,0.6812837511011844,0.4812542805742553,0.1883990937776461,0.3218069895207424,0.3357123587912434,0.5798680239111076,0.7476237494797608,0.7007912585439942,-0.3369698363201558,-0.6513909001257423,-0.1406843078729619,-0.5135882452411574,0.0161222573154224,-0.6027133953080678,0.1589108458510639,-0.3993898905551848,1.0215
6,0.1759324092161166,0.2132070065763628,0.9089452235774826,0.5318985690074264,-0.3861863146948726,0.2670931399461358,0.1177433975763961,-0.2766883971914045,0.1496651456153932,0.3153377581000343,0.7024412524446305,-0.3881601776926637,0.3184446801579136,0.3010571871379815,-0.5493003227019186,0.194830254561962,-0.1930975860155056,-0.2072932733453019,0.0123408322363161,0.6239754164118348,0.6174693926678864,0.6683071297971834,0.6994699875649022,0.4866601289743739,0.1848778821266254,0.3218069895207424,0.31901816582352,0.5757090708203288,0.6767098837300967,0.6548433010622818,-0.3525599383810581,-0.656276401562095,-0.1443744066704233,-0.5182231410192257,0.0149256835302934,-0.6095456664129077,0.1589108458510639,-0.5240941171994812,1.0154999999999998
7,-0.033166406731361,-0.0963884519946663,0.9324622491263114,0.5134266024671144,-0.3871402612117635,0.2765544183852879,0.1359631329449659,-0.3004127465091348,0.1464101173527776,0.3834080445534006,0.6702066801995143,-0.3663988020757539,0.2888990693753286,0.2656339757281957,-0.5564991082669706,0.1888343505096334,-0.1821283497676659,-0.1924584615791122,0.0156088385256654,0.5914659785352445,0.5849320459181554,0.6277690657187509,0.6671631349508401,0.4787317221757458,0.1881660414925659,0.3218069895207424,0.322102956974332,0.5924228376088853,0.7476237494797608,0.677817279803138,-0.3537900918741752,-0.6585201054003553,-0.1528900101678233,-0.5170339185684659,0.026293134489019,-0.6098960392900791,0.1589108458510639,-0.5100249223985862,1.0154999999999998
8,0.020907969869601,-0.2365334715487732,1.0314554898525274,0.5440746160049869,-0.3969076005548019,0.2673787324484405,0.1318762991283019,-0.4021322544437968,0.1501751284666486,0.3720593602696128,0.6593464668134472,-0.3603424744516936,0.2751928221954136,0.2498366039675298,-0.573902073940424,0.1862370799598569,-0.1633810280042978,-0.1748129914968026,0.0333100777248226,0.6084410328234264,0.5959128583396431,0.6347309696745549,0.676874429122911,0.5002139644552763,0.2054783136181053,0.234680836961421,0.2923683841850649,0.5967457638745381,0.6767098837300967,0.6318693223214256,-0.4411317678909789,-0.6647834768480052,-0.3587533967413461,-0.5173249814232461,-0.315926968057879,-0.6193561069737037,-0.1272196346596378,-0.5353921069638363,1.013
9,0.0771497590043016,-0.2514904526630699,1.0374285560038583,0.60081787941145,-0.4319206467103085,0.3059005637087836,0.0909912341666314,-0.3610685080528779,0.1518229067832379,0.3952191669826361,0.6483257339063492,-0.3502169020072265,0.2551937009203108,0.2280527743378395,-0.5816718241320921,0.1833195647534775,-0.1841808238285912,-0.1865448116355704,0.0218564795813589,0.5733610221359466,0.5636400291813857,0.5970548032371354,0.6468465229170718,0.480106979103473,0.1943044954788297,0.234680836961421,0.2893424005307293,0.6168166751831569,0.6057960179804326,0.6088953435805694,-0.4446442313431886,-0.6696065065857405,-0.3649596243754372,-0.5179819718770403,-0.3619950587853461,-0.6293417339730852,-0.1272196346596378,-0.5353921069638363,1.013
