gndvi_median_res100,fs_median_res100,siwsi_median_res100,si_median_res100,w_median_res100,evi_median_res100,B6_median_res100,gndvi_median_res250,fs_median_res250,siwsi_median_res250,ndmi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B2_median_res250,B5_median_res250,B6_median_res250,B8_median_res250,B8A_median_res250,B11_median_res250,gndvi_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,w_median_res500,evi_median_res500,B2_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500,lst_median_res10,lst_median_res250,lst_median_res500,polygon_density_250,polygon_density_500,mean_number_of_floors_250,mean_number_of_floors_500,std_number_of_floors_250,std_number_of_floors_500,units_density_250,units_density_500,population_density_250,population_density_500,air_temperature_at_surface [degC],temperature,pressure_3hr_change,temperature_3h_moving_avg,temperature_6h_moving_avg,temperature_12h_moving_avg,UHI Index
-0.1440928104417491,0.0966022328139888,0.1572996988026844,0.1933354819307969,-0.0205554003804208,-0.0100897092215538,0.3608822253797442,0.8365364387820726,-0.8038861184832164,0.972683842182315,1.0032814107920829,0.1518771721563265,0.9264375739859528,0.1498185955869254,-0.4222744640563699,-0.7861276777516332,0.4406449917652557,0.7708366120860354,0.70926189286977,-0.3830873841176765,0.6785620646271009,-1.1915432197109483,1.2237480856105598,1.0942933647901796,1.1191428251040212,0.3996065942182449,-1.4011254554279378,-1.5259588575076193,-1.5103640558598668,-1.6048404026076266,-0.5265916522627577,-0.0860942497487212,-0.0749363644259962,0.0300896731920307,-1.2491319396263685,-1.3842379891799443,-0.9758068676620342,-1.1376327918374027,-1.207545889132248,-1.0518445416394573,-1.0682051045019334,0.1449647865519461,0.2799742059131356,0.2080684160858847,0.3368857071827066,0.462206934315865,0.4742651218981696,0.5854586065657547,0.1341693349358309,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
0.89381761147454,-0.9368184580000032,0.8567318605220079,0.1660917086865829,0.7222813104537423,0.0823687257617859,-0.8049073039181823,1.1117128914509813,-1.3516441571136129,1.3440267033328666,1.355615154513076,-0.8338482526753485,1.277763480116762,0.2403234243218704,-1.4820456067045895,-1.735141263695226,-0.4210899658026869,0.1125678575841207,0.1761876607918716,-1.471798110530553,0.3889492463860347,-1.2929193388602196,1.450739306460728,1.2841736793913767,1.5165684721528514,0.3503806914514794,-1.7279120254564633,-1.8865804262518475,-1.890361760791059,-2.0695135899507964,-1.0375437469468902,-0.4894186869676979,-0.454795067546936,-0.332458867927735,-1.799245838312869,-1.806395036529908,-1.008724177470435,-1.3543283873325267,-1.490225983399074,-1.16705062576117,-1.0618601629915303,0.3410791530405486,0.4852132550813204,0.401888184056323,0.6634922361173382,-0.1706231168516541,0.1194149822794487,0.0504581637220076,-0.3366375687696997,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.2162128165322414,0.2165740635583133,0.1024426851379299,0.0795849846750513,-0.2026607844083882,-0.0283490521202825,0.6875900508412025,0.6616587497348474,-0.5710804060809347,0.7616742028987623,0.7976807121581935,0.2517451796421437,0.756474817809426,0.1272683909170423,-0.1527293102321658,-0.5461128477033708,0.4901840485920586,0.7557686402354286,0.6817430472537365,-0.1572306309628951,0.7410541156280773,-1.128717529115667,1.1305488146262177,1.015113129744115,1.0021156452687132,0.389788331924627,-1.274333862627418,-1.38723517962041,-1.366427450451269,-1.444743674812353,-0.3884651940642533,0.0102849111387324,0.0219453578680206,0.1136039960139567,-1.0808094501491643,-1.241883270975234,-0.9953143128281304,-1.0374882504558751,-1.0895663113651133,-0.9690350424903712,-1.0135955370310643,0.1313345924755354,0.245079041540466,0.1902176605050922,0.2715317464011786,0.6537948312707414,0.6268143211091479,0.7090856983537842,0.3392504620452189,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.2224446915960621,0.1848141913408497,0.0872229039648558,0.0957608050839053,-0.3067046994660349,-0.0131368053642905,0.6780908075865201,0.6290749408186009,-0.5221796598004196,0.7037626351196715,0.7326191234694437,0.2571832929071801,0.6926989957227736,0.1237833088568153,-0.1467401852277618,-0.535418930325346,0.4355578141044541,0.6970146379774895,0.6273088121496596,-0.1533946792999803,0.7224860340573094,-1.0975925245623883,1.0976119316393476,0.983056665386349,0.9802811448475992,0.3783890803128608,-1.2329809420353846,-1.3446352669246728,-1.324075377364882,-1.405199777904376,-0.381077356440118,0.0066255526580632,0.0161916396673406,0.1062510099156796,-1.052655192597714,-1.2098081626532726,-1.0198495191607158,-1.0048770146542318,-1.0572682494063252,-0.9469131874999466,-1.0047800775579263,0.1425155823176927,0.2477397194700518,0.2053016974047534,0.2838077778127985,0.7581776640453968,0.6564460114259951,0.7090856983537842,0.3444732101164348,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.1495386993527539,0.1180095059761623,0.1275066751097416,-0.1460638880589166,-0.3989332374025423,-0.0076771256781413,0.8468573093613613,0.3162235717151783,-0.1617435773567136,0.3150692909852709,0.2975368354141776,-0.0662239129827207,0.3321297392210233,0.1032382978912013,-0.0168336792657974,-0.4066473874183792,0.0650700053546273,0.2408310581211551,0.2338824182061039,-0.125351139777827,0.7219721862777211,-0.9535785233566372,0.9383280724576996,0.839527601344947,0.8458965847943791,0.3123805114053145,-1.0327483018905257,-1.1269922566164323,-1.1021881874017916,-1.1896661154643204,-0.2750554743354204,0.0490470551048851,0.0718535605801435,0.1337936651560909,-0.8614441299593592,-1.0185881338276557,-1.1240254008508448,-0.7897591338367691,-0.8576205779612749,-0.7940818841637689,-0.8554784345108408,0.1894783856179936,0.2514471094016607,0.2693332639767605,0.2985002395395818,1.0950926083075825,0.8429002014409167,0.7090856983537842,0.6470989781575766,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
0.4651216167779968,-0.5663062613557417,0.5572767419251344,0.2321887386483725,0.779446622652139,0.0571923547079069,-0.7317492221528785,1.1036698285055566,-1.2992306294600642,1.3154047054873692,1.2470164467649336,-0.8425937376070618,1.1724558451985057,0.235135389359841,-1.4176719628931496,-1.670668736832314,-0.3626981526818756,0.1119055314281017,0.2154703954096474,-1.3734737495306732,0.4273271693460871,-1.279211828762128,1.422584330587104,1.2520269406864335,1.4570371902538384,0.3510113938678431,-1.7056970449195463,-1.8586105868140024,-1.8583475615453395,-2.029965805150762,-0.9876585281087262,-0.4488582085834003,-0.4153679762445058,-0.2933820454176175,-1.7375785543760711,-1.759324562690307,-1.008724177470435,-1.2801932929808892,-1.450167574020624,-1.16705062576117,-1.0682051045019334,0.2704123707677375,0.4552359766725944,0.3610414151103975,0.639657279364599,-0.0598212613139495,0.1173782857463574,0.0504581637220076,-0.2763400994528135,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.0143389026624164,-0.031761756038672,0.2519020301358213,0.7125876671864866,0.0997865189778153,0.0005433962163749,0.459274362469462,1.0368636347605344,-0.9182725307468408,1.0849205873049506,1.157520511453793,0.3552849591634805,0.966437754222187,0.1505741249576533,-0.5139914155613136,-0.7933210583877766,0.6150634770664338,0.9996852201891436,0.916217548613426,-0.3295995059140303,1.0630207722988527,-1.3940113827623517,1.3960295204435589,1.2759986630598117,1.0637351467729956,0.4336990207837091,-1.4230317633063314,-1.5158850761618214,-1.5121068132220006,-1.517346628029996,-0.0971314078865009,0.3553466530282603,0.3544425375928386,0.4540609040318005,-1.017892962178419,-1.3076458607767203,-1.2048316306374347,-1.2469116379108065,-1.2198988686039267,-1.0685829469971184,-1.1735603392517084,0.1895455058936094,0.219815581058263,0.1811072233332288,0.1750713911610647,0.5213448144183389,0.413454787598209,0.6611145630306978,0.0059212951011611,27.199354123953235,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.2770470004777362,0.2452188315554831,0.0949550837599965,0.1385391496819915,-0.1832692672326633,-0.0321768455983979,0.6637145263323483,0.7570634536039892,-0.6724374674097232,0.8740372471299458,0.9203696962195552,0.384197003861487,0.8428614161592785,0.1290680391619032,-0.1935931730198115,-0.5828379715420906,0.599863082361963,0.8873548643161374,0.796767451888461,-0.1581823500673498,0.7344095467361161,-1.1692535656581742,1.1732297966441905,1.0504643901573087,1.0347296969689166,0.4097444489441296,-1.316764530192712,-1.4335564816777728,-1.4150151496341143,-1.4900142480875156,-0.4090188877269431,0.0038374399111532,0.0083510521029784,0.1108497441603964,-1.1233233670941971,-1.28664435362165,-0.9682003855823796,-1.0971758165273424,-1.142579934779499,-1.0252228942618415,-1.052407742085423,0.1174150473768824,0.2410012726903317,0.1732286799461025,0.2655913589888885,0.5799894229356815,0.5646811557715794,0.7090856983537842,0.2633113534226861,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.2970200692107421,0.2658244737014581,0.1185306107706639,0.073611303014928,-0.1452510538114099,-0.0440193019842138,0.745910047833091,0.7278869203465201,-0.6414879806761107,0.8413846744761821,0.8710231484852745,0.3878232278121695,0.7946177382662603,0.1268691055951397,-0.1885803983833902,-0.5785694593142443,0.5642544568009307,0.832827296472723,0.7589539951733143,-0.15592081832328,0.733709440820735,-1.1647659056240485,1.1637275312857664,1.0362108423341116,1.0202935443230534,0.4081077950578112,-1.2937795624179462,-1.4079013559776656,-1.3898780891652445,-1.4618275773357323,-0.3888854407108344,0.0157552611353365,0.0178709686299812,0.1224958323043733,-1.0990849765862918,-1.2664029971714446,-0.9682003855823796,-1.0799306559978004,-1.1259973145439732,-1.0252228942618415,-1.0283260417641042,0.1142031734086534,0.2409773519548044,0.1708026336958814,0.2616576503643754,0.5840657946343014,0.5768927695965392,0.7090856983537842,0.3233629713853755,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
-0.2744040441004506,0.2424921692660887,0.0918354284734884,0.1471307921935181,-0.1883000655019677,-0.0306097806648109,0.6528379214080529,0.7609242676667017,-0.6765328893215871,0.8783580315964525,0.926899527702878,0.3837171601357162,0.849245309283341,0.1293590152543202,-0.1942564934574632,-0.5834028067091306,0.6045750294979273,0.8945702794882423,0.8017711555210109,-0.1584816095264406,0.7345021889544235,-1.1698473997787509,1.1744871934500307,1.0523505051865938,1.0366399753647348,0.4099610208131838,-1.3198060391352828,-1.4369513219492185,-1.4183414364035891,-1.4937440776001318,-0.411683066321594,0.0022604022496469,0.0070913195885306,0.109308663851606,-1.1265307364586328,-1.289322811440532,-0.9682003855823796,-1.0994577997122073,-1.1447742466546271,-1.0252228942618415,-1.0555943772635683,0.1178400618251299,0.2410044380256819,0.1735497089524272,0.2661118909329036,0.5794500129571211,0.5630652417091453,0.7090856983537842,0.2553649627712321,27.350739126067303,26.1,0.4,25.566666666666663,24.78333333333333,25.08333333333333,0.956
