gndvi_median_res10,datt1_median_res10,fs_median_res10,siwsi_median_res10,ndmi_median_res10,si_median_res10,w_median_res10,evi_median_res10,B2_median_res10,B3_median_res10,B4_median_res10,B5_median_res10,B7_median_res10,B8_median_res10,B8A_median_res10,B11_median_res10,B12_median_res10,gndvi_median_res100,fs_median_res100,siwsi_median_res100,ndmi_median_res100,si_median_res100,w_median_res100,evi_median_res100,B2_median_res100,B3_median_res100,B4_median_res100,B5_median_res100,B6_median_res100,B11_median_res100,B12_median_res100,gndvi_median_res250,fs_median_res250,siwsi_median_res250,ndmi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B2_median_res250,B3_median_res250,B4_median_res250,B5_median_res250,B6_median_res250,B7_median_res250,B8_median_res250,B8A_median_res250,B11_median_res250,B12_median_res250,gndvi_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,w_median_res500,evi_median_res500,B2_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500,lst_median_res10,lst_median_res250,lst_median_res500,polygon_density_250,polygon_density_500,mean_number_of_floors_250,mean_number_of_floors_500,std_number_of_floors_250,std_number_of_floors_500,units_density_250,units_density_500,population_density_250,population_density_500,UHI Index
0.004926981626772184,0.023250318890201342,-0.1123432473372598,-0.36369374666723664,0.15713448848698722,-0.026815593785573882,0.39933401071155,0.069029407469307,-0.29857168780466153,-0.3661576403824032,-0.350544386772974,-0.30413594158505747,-0.8151317441384419,-0.478040005655075,-0.8903945826867566,-0.681352066616861,-0.5774602038865635,0.008460976192294937,0.018809937339705655,-0.012746023612688295,0.26164808927842576,0.2947959796583328,0.6304487756258238,0.03455359594339303,0.10057198254812239,0.1977346893733535,0.2137080640977052,0.04471930296668117,-0.257681672343315,-0.2131823618685582,-0.13378112371130169,0.3072813526711521,-0.08137685070498207,0.1214551400044877,0.09002679049683321,0.018424395815863255,-0.48393846442330263,0.14697067441991546,-0.14109303846294013,-0.07470409087727373,-0.09773286598921702,-0.04177263555828502,0.2410518129683523,0.22634356449774154,0.2640327397616163,0.2860986645510168,0.3111256100845035,0.21960878194248798,0.7141263407608556,-0.4000321613200872,0.36471784449831135,0.3361570383652552,-0.5026568739504935,0.204863066211008,-0.3410273012061456,-0.20193749781087186,-0.2165452319039531,0.03848719645469524,0.6649735791544257,0.6421394854574548,0.6702630582648849,0.7136578695266447,0.45866903677408843,0.16332524131667164,0.800663130331273,0.4274416907412394,0.5327336436854229,0.7476237494797608,0.8616091097299876,-0.3127551093149073,-0.654338951006694,-0.13203663673126417,-0.4415909802026501,0.08372867617521174,-0.3903874317422701,-0.007229433155149956,-0.18238321923228956,1.030288903
0.004926981626772184,0.023250318890201342,-0.1123432473372598,-0.36369374666723664,0.15713448848698722,-0.026815593785573882,0.39933401071155,0.069029407469307,-0.29857168780466153,-0.3661576403824032,-0.350544386772974,-0.30413594158505747,-0.8151317441384419,-0.478040005655075,-0.8903945826867566,-0.681352066616861,-0.5774602038865635,0.11906126460226164,-0.06280572594310685,0.06237575429287554,0.26410718127320554,0.2887791965014409,0.5962439077696895,0.04114339019728257,-0.27242919996143944,-0.1946874398545943,-0.17197524423568883,-0.27875282343606705,-0.5154488235310467,-0.5112036411479653,-0.39460500029081974,0.366147909224734,-0.18276784298128537,0.18899554232793278,0.1463473217847056,0.120994539545795,-0.4291063365238021,0.14125573203355607,-0.189508479072777,-0.11490480169436895,-0.14089046286317372,-0.09239957861419838,0.29009507372079946,0.28140500342062075,0.3060000678116155,0.349401558717996,0.29233134670924465,0.15866978550807315,0.7323308535977826,-0.41700003102890343,0.3730756136150043,0.35321060952860756,-0.4997182147216331,0.20714188109635623,-0.3489413290826596,-0.20859317652627363,-0.22538980914831605,0.0340093893541784,0.671193732466867,0.6555576396506233,0.6910651470865347,0.72865368478125,0.463899454424203,0.15943498215169538,0.800663130331273,0.366536601282953,0.535012789035133,0.6767098837300967,0.8616091097299876,-0.3230566868591144,-0.6419926775013444,-0.1360840131990401,-0.43625445744069274,0.0729595121090506,-0.39529265202266806,-0.007229433155149956,-0.18238321923228956,1.030288903
1.348299758988883,0.03792007221484278,-1.0002350096933068,1.5550425197732414,1.4591633496412162,-0.1619907410097868,0.9005274859399128,0.1717993342562862,-1.116669540189664,-1.018670404349963,-1.0918646626153667,-0.9824301005640652,-0.09374957676579614,0.18103429627509718,0.04911953487708444,-1.1690999565836984,-1.204895128158142,0.16988181090470203,-0.16035287369603432,0.19744124897108595,0.6190244703083574,0.29458001024016744,0.876428169295108,0.03916378647299306,-0.10215295246392007,0.03296542973823399,0.01510257267467488,-0.16185808999933896,-0.28774550765570045,-0.3987437742790455,-0.34810340399461964,0.4201238866944213,-0.24973705777674035,0.2167732822561786,0.21131868937102474,0.1329373253029716,-0.25998241737164435,0.14416061197892474,-0.24162304724502742,-0.1904577584335279,-0.19073695606660643,-0.20423183124875974,0.1967609310290011,0.22454373538040823,0.30336754429598556,0.3041760081050596,0.17731994282665575,0.038080280698929714,0.7236592176224877,-0.3999215442283358,0.34864117602669475,0.32573374421927054,-0.5372430736753847,0.20150680835953233,-0.363920179373651,-0.22345984191820148,-0.23935602260355665,0.007919410301438903,0.6330292202173504,0.6228288178062247,0.6600975717106967,0.70126248323551,0.4607130597372966,0.16364505224595388,0.4703942264436195,0.3506673376830964,0.5419712688652195,0.7476237494797608,0.8156611522482752,-0.31565710492802085,-0.6451803545532354,-0.1434259361885868,-0.44631534299866715,0.10586529120009851,-0.418767634793144,-0.007229433155149956,-0.18238321923228956,1.023797758
1.4659758278638826,0.03605523392937888,-1.0002350096933068,1.5550425197732414,1.3914451225940576,-0.14666953670920171,0.8050459462882695,0.190507259752387,-1.1588809772906101,-1.1306981981636708,-1.1532093474461476,-0.9824301005640652,-0.09374957676579614,0.11496572322097233,0.04911953487708444,-1.1690999565836984,-1.204895128158142,0.09767223656249911,-0.2352909878279511,0.16491870106211132,0.5443248561593804,0.20330176344876477,0.7176477959318156,0.036569389336775115,-0.013709230816508957,0.15575659039793205,0.11101806785746512,-0.0745291050788746,-0.2230470031354725,-0.2299223701370768,-0.23345192980340412,0.42807700087891015,-0.2205275324278977,0.1714824554355189,0.17749938908361382,0.13609556750678534,-0.3340187316870006,0.14299704546804395,-0.27147917555081763,-0.22372956327190463,-0.2152099593062565,-0.23404496059889424,0.13368201173704714,0.173529531245185,0.2717512817040903,0.26548245172096024,0.18071643564393688,0.05310646159643338,0.7126710000586054,-0.3960671951584887,0.3384795050174563,0.33463840390794924,-0.5080870541119544,0.2003922848590111,-0.33071641124375506,-0.18859391063562225,-0.20922980554661919,0.020764433460641805,0.6360806112728045,0.6226271330667358,0.6814362699704605,0.7027332010235574,0.47195687930839203,0.17138572220072945,0.4703942264436195,0.3600618888554349,0.5592019472366893,0.7476237494797608,0.792687173507419,-0.3224017388491719,-0.6377434212831201,-0.13945483099777012,-0.4391992644402488,0.08612182374546977,-0.4320818041256528,0.15891084585106394,-0.29813432191238004,1.023797758
1.4354427600245045,0.03699077792808734,-0.8835447653807301,1.2280067400478722,1.1632587069605322,-0.20943058309903428,0.5615340875303745,0.3342490231665708,-1.0895336163390559,-1.1365943978380764,-1.2102339840494085,-1.084850586107904,-0.23111238543322302,0.052120007388999925,-0.06355282239533193,-1.030171766613636,-1.0787119603087953,0.09767223656249911,-0.2352909878279511,0.16491870106211132,0.5443248561593804,0.20330176344876477,0.7176477959318156,0.036569389336775115,-0.013709230816508957,0.15575659039793205,0.11101806785746512,-0.0745291050788746,-0.2230470031354725,-0.2299223701370768,-0.23345192980340412,0.4654021421459793,-0.2695654671272346,0.17127894811527578,0.18381274840778372,0.16389567167885277,-0.36554310816137164,0.14515372758699335,-0.3115491729324816,-0.2606949746688584,-0.25369759661646996,-0.2451982962712557,0.14860348120388925,0.18586312215161194,0.2947799105914053,0.28075213632745444,0.1978733926562713,0.03406742831735698,0.7079551472171529,-0.3928036327521685,0.3318251878355063,0.326113302454148,-0.5184881761357577,0.2003829511676245,-0.3303879250754402,-0.18930414548022734,-0.20871516527045558,0.01374723839108404,0.6271113566962516,0.6154092966479997,0.6733112360415772,0.6967581756888535,0.4738795195220148,0.17411586567377485,0.3218069895207424,0.3542839522336968,0.5685057586301313,0.7476237494797608,0.7467392160257066,-0.3211263137771788,-0.6538568490103308,-0.1449787679899025,-0.5127336615107595,0.11842931594395316,-0.6111223443601785,0.15891084585106394,-0.3993898905551848,1.021634043
1.4354427600245045,0.03699077792808734,-0.8835447653807301,1.2280067400478722,1.1632587069605322,-0.20943058309903428,0.5615340875303745,0.3342490231665708,-1.0895336163390559,-1.1365943978380764,-1.2102339840494085,-1.084850586107904,-0.23111238543322302,0.052120007388999925,-0.06355282239533193,-1.030171766613636,-1.0787119603087953,0.17593240921611664,-0.37710420642103637,0.2875304115434201,0.6651814008065458,0.21320700657636285,0.9089452235774826,0.041539669645967656,-0.0622752959767503,0.09265021109242622,0.03280147803189208,-0.1327967003278232,-0.2032852148374611,-0.3442246907462432,-0.3830726044093624,0.487790082004965,-0.3146692357335271,0.20672576394504766,0.21208356797963007,0.168320432639457,-0.33244714830413213,0.14726991123643718,-0.33191879955598297,-0.2837060562844915,-0.2734366399050415,-0.24058327565530704,0.16679558286576024,0.20512315609807333,0.30499781616285965,0.29790206632278776,0.18084722109205395,-0.0003367517372681269,0.6869051064744907,-0.3733697183400534,0.3043499736563799,0.2883206990309609,-0.5480502776089068,0.1930403010534178,-0.3262016268500655,-0.18596875945389926,-0.19736039716627796,0.014126891656677317,0.6099258454601432,0.6012608833836637,0.650678368195994,0.6812837511011844,0.48125428057425534,0.18839909377764616,0.3218069895207424,0.3357123587912434,0.5798680239111076,0.7476237494797608,0.7007912585439942,-0.3369698363201558,-0.6513909001257423,-0.14068430787296193,-0.5135882452411574,0.016122257315422425,-0.6027133953080678,0.15891084585106394,-0.3993898905551848,1.021634043
1.7061045164740798,0.03870504808306415,-0.8835447653807301,1.2280067400478722,1.6565347151513259,-0.20552384009100547,0.7392399939108815,0.21858032901830698,-1.3066210071439213,-1.1257846984349993,-1.2957709389543,-1.084850586107904,-0.23111238543322302,0.5532743054337029,-0.06355282239533193,-1.030171766613636,-1.0787119603087953,0.17593240921611664,-0.37710420642103637,0.2875304115434201,0.6651814008065458,0.21320700657636285,0.9089452235774826,0.041539669645967656,-0.0622752959767503,0.09265021109242622,0.03280147803189208,-0.1327967003278232,-0.2032852148374611,-0.3442246907462432,-0.3830726044093624,0.5318985690074264,-0.38618631469487263,0.2670931399461358,0.2530908105158352,0.11774339757639617,-0.27668839719140453,0.14966514561539326,-0.3967521307921124,-0.3420364994308653,-0.3327447242449543,-0.3032718022992621,0.1436538863882238,0.20434565306366134,0.30395375669198393,0.3153377581000343,0.12543637015497308,-0.07314682885637087,0.7024412524446305,-0.3881601776926637,0.31844468015791366,0.3010571871379815,-0.5493003227019186,0.19483025456196207,-0.33698241042348787,-0.1930975860155056,-0.20729327334530198,0.012340832236316115,0.6239754164118348,0.6174693926678864,0.6683071297971834,0.6994699875649022,0.4866601289743739,0.18487788212662543,0.3218069895207424,0.31901816582352,0.5757090708203288,0.6767098837300967,0.6548433010622818,-0.3525599383810581,-0.656276401562095,-0.14437440667042337,-0.5182231410192257,0.014925683530293408,-0.6095456664129077,0.15891084585106394,-0.5240941171994812,1.015142899
1.6479104083941036,0.029126779183266935,-0.7707115325798916,0.8151050342995642,1.1391813254867313,-0.1075133496397293,0.21863053170386448,0.15783708458720402,-1.0965688558558802,-1.05011680261346,-1.0279279488480741,-0.40269150314610985,0.1937116652137197,0.6370685932096661,0.2129278081423667,-0.4624652061604319,-0.667093764496789,-0.03316640673136101,-0.37619266518632694,0.11933494513801247,0.4945610465571149,-0.09638845199466632,0.9324622491263114,0.03157372782895574,0.20247568871992308,0.26472958720513057,0.23582158809224654,-0.054447490539018165,-0.19152575171356398,-0.24623372590276515,-0.3272972611946619,0.5134266024671144,-0.38714026121176354,0.2765544183852879,0.2584874670623915,0.13596313294496598,-0.30041274650913485,0.14641011735277762,-0.30542876274223524,-0.24934766330240643,-0.24425098498891396,-0.21268424267931416,0.2439394485370964,0.2767059257595191,0.3634551887721078,0.38340804455340066,0.22038156069149478,0.0016753946787166965,0.6702066801995143,-0.3663988020757539,0.28889906937532867,0.2656339757281957,-0.5564991082669706,0.18883435050963346,-0.3247988792415514,-0.18212834976766598,-0.19245846157911223,0.015608838525665478,0.5914659785352445,0.5849320459181554,0.6277690657187509,0.6671631349508401,0.4787317221757458,0.1881660414925659,0.3218069895207424,0.322102956974332,0.5924228376088853,0.7476237494797608,0.677817279803138,-0.35379009187417526,-0.6585201054003553,-0.1528900101678233,-0.5170339185684659,0.026293134489019047,-0.6098960392900791,0.15891084585106394,-0.5100249223985862,1.015142899
1.4654148197653976,0.026886949344895612,-0.7707115325798916,0.8151050342995642,0.8615547889282694,-0.07917284253642184,0.10687551763794893,0.12876138467337578,-1.0583775556216908,-1.032428203590243,-0.974359350826829,-0.40269150314610985,0.1937116652137197,0.3454000146048712,0.2129278081423667,-0.4624652061604319,-0.667093764496789,0.020907969869601098,-0.46803757688569253,0.18036869322999702,0.5972864357787032,-0.23653347154877322,1.0314554898525274,0.03400934482830769,0.2016032001603333,0.2898358916030109,0.2375707525190664,-0.08012199523846525,-0.14706277987337069,-0.24792577525605256,-0.36514445051424327,0.5440746160049869,-0.39690760055480195,0.26737873244844057,0.23469617009594484,0.13187629912830198,-0.40213225444379685,0.15017512846664868,-0.3773774595466919,-0.32948672648047417,-0.31845846586558446,-0.25633976233561484,0.20403781807922267,0.2640947722969627,0.33473681067561806,0.3720593602696128,0.21684750878118436,-0.004729884690066666,0.6593464668134472,-0.36034247445169365,0.27519282219541363,0.2498366039675298,-0.573902073940424,0.18623707995985692,-0.30571807539824203,-0.16338102800429785,-0.1748129914968026,0.03331007772482263,0.6084410328234264,0.5959128583396431,0.6347309696745549,0.676874429122911,0.5002139644552763,0.2054783136181053,0.23468083696142109,0.2923683841850649,0.5967457638745381,0.6767098837300967,0.6318693223214256,-0.44113176789097897,-0.6647834768480052,-0.35875339674134615,-0.5173249814232461,-0.31592696805787907,-0.6193561069737037,-0.1272196346596378,-0.5353921069638363,1.012979184
1.3114365204257774,0.025438471985140078,-0.4857180656392307,0.06581281371187553,0.6467011298067795,-0.18003886756741655,-0.22179756078213142,0.205817322501845,-1.0322466659877718,-0.933175509071081,-1.048664180340169,-0.4123538131030758,-0.30570675835195815,0.30994858516119445,-0.23256135830395647,-0.27656129727962914,-0.4312617749300792,0.07714975900430165,-0.5243427530279023,0.19524354242377584,0.5783287463525029,-0.2514904526630699,1.0374285560038585,0.03848020473931568,0.07345089749238547,0.14698504732844078,0.09367963507190595,-0.19737294251273882,-0.27334973698495835,-0.3650005500648267,-0.4764048852217052,0.60081787941145,-0.43192064671030855,0.30590056370878366,0.29882140086639203,0.09099123416663144,-0.36106850805287793,0.15182290678323793,-0.4404880969441386,-0.3728477708702653,-0.3717499643595463,-0.28623473537522914,0.22437251367968913,0.2843190124677335,0.3817494794330813,0.39521916698263615,0.18668553204755503,-0.045300655249892845,0.6483257339063492,-0.35021690200722655,0.2551937009203108,0.22805277433783958,-0.5816718241320921,0.18331956475347758,-0.3210091137176069,-0.18418082382859122,-0.18654481163557043,0.021856479581358945,0.5733610221359466,0.5636400291813857,0.5970548032371354,0.6468465229170718,0.480106979103473,0.19430449547882975,0.23468083696142109,0.28934240053072935,0.6168166751831569,0.6057960179804326,0.6088953435805694,-0.4446442313431886,-0.6696065065857405,-0.3649596243754372,-0.5179819718770403,-0.3619950587853461,-0.6293417339730852,-0.1272196346596378,-0.5353921069638363,1.012979184
