gndvi_median_res10,datt1_median_res10,fs_median_res10,siwsi_median_res10,ndmi_median_res10,si_median_res10,w_median_res10,evi_median_res10,B2_median_res10,B3_median_res10,B4_median_res10,B5_median_res10,B7_median_res10,B8_median_res10,B8A_median_res10,B11_median_res10,B12_median_res10,gndvi_median_res100,fs_median_res100,siwsi_median_res100,ndmi_median_res100,si_median_res100,w_median_res100,evi_median_res100,B2_median_res100,B3_median_res100,B4_median_res100,B5_median_res100,B6_median_res100,B11_median_res100,B12_median_res100,gndvi_median_res250,fs_median_res250,siwsi_median_res250,ndmi_median_res250,si_median_res250,w_median_res250,evi_median_res250,B2_median_res250,B3_median_res250,B4_median_res250,B5_median_res250,B6_median_res250,B7_median_res250,B8_median_res250,B8A_median_res250,B11_median_res250,B12_median_res250,gndvi_median_res500,fs_median_res500,siwsi_median_res500,ndmi_median_res500,w_median_res500,evi_median_res500,B2_median_res500,B3_median_res500,B4_median_res500,B5_median_res500,B6_median_res500,B7_median_res500,B8_median_res500,B8A_median_res500,B11_median_res500,B12_median_res500,lst_median_res10,lst_median_res250,lst_median_res500,polygon_density_250,mean_number_of_floors_250,units_density_250,population_density_250,air_temperature_at_surface [degC],UHI Index
0.2266488115165718,0.5599041533546326,0.8345424107142857,-0.0237075121393887,0.0110375275938189,2.0,-552.0072,1.3358941527955612,1053.0,1155.0,1206.0,1481.5,1721.0,1832.0,1709.0,1792.0,1495.5,0.2292118951003791,0.8461421388687881,0.0168459026323524,0.0161532285094483,3.4186333722937965,-582.4230346153847,1.0022117845952123,1357.923076923077,1533.5384615384614,1619.2692307692307,1771.1538461538462,2073.6153846153848,2193.538461538461,1885.2692307692307,0.2701977280099288,0.8300391175562143,0.0329884660669362,0.0048941180579804,1.7809348409647776,-807.3070448717949,1.3680443869612375,1258.9679487179487,1421.2884615384614,1469.025641025641,1722.9166666666667,2226.9679487179487,2415.730769230769,2407.288461538461,2509.628205128205,2344.608974358974,1994.3910256410256,0.2988680158879035,0.8077531272763387,0.0507269500586381,0.0232140052828293,-773.6314798722045,1.1382077583788703,1186.849840255591,1358.968051118211,1396.4345047923323,1695.576677316294,2273.9313099041533,2484.9760383386583,2476.161341853035,2589.415335463259,2318.576677316294,1909.779552715655,40.76262896,39.472107306153866,39.29660960546328,32.0,3.817091561829295,2433.0,4447.0,26.644575791059772,1.030288903
0.2266488115165718,0.5599041533546326,0.8345424107142857,-0.0237075121393887,0.0110375275938189,2.0,-552.0072,1.3358941527955612,1053.0,1155.0,1206.0,1481.5,1721.0,1832.0,1709.0,1792.0,1495.5,0.244330757376615,0.8383801742507108,0.0233471279881511,0.0163719351693393,3.38874215871639,-590.7286875000001,1.086928819225892,1219.3333333333333,1389.0,1453.2916666666667,1646.5833333333333,1989.4583333333333,2084.6666666666665,1768.4166666666667,0.2771106443490949,0.8216547986002445,0.0380233256410632,0.0090692709424903,2.035055878917453,-797.9582794871795,1.3391741108403,1245.371794871795,1410.173076923077,1454.6346153846157,1708.173076923077,2239.294871794872,2434.2628205128203,2422.275641025641,2533.346153846154,2339.583333333333,1973.320512820513,0.3007496809782258,0.8065887475533013,0.0512480627218744,0.0242788147890144,-773.1748178456592,1.1434284516853996,1185.0450160771704,1357.450160771704,1393.975884244373,1694.4389067524116,2275.413183279743,2489.069131832797,2482.8054662379423,2594.438906752412,2319.969453376206,1908.549839228296,40.76262896,39.32866001807694,39.30196943569134,31.0,3.787207854065067,2415.0,4447.0,26.644575791059772,1.030288903
0.4627937336814621,0.7585382513661202,0.7332041343669251,0.185048697025533,0.1828978622327791,0.480225988700565,-341.9374,1.7775619232637203,646.0,823.0,777.0,1130.5,2117.5,2241.0,2251.0,1548.0,1135.0,0.2512778354665165,0.8291030639633276,0.03503603156814,0.0479375597930731,3.417560442152185,-522.694125,1.061479442385838,1282.6,1472.85,1533.8,1691.6,2063.8,2125.75,1789.25,0.2834492419912557,0.8161169175274781,0.040094042056929,0.0138857275096709,2.0646445389533703,-769.1229980263157,1.3538487445375946,1230.7368421052631,1389.282894736842,1438.0131578947369,1675.6052631578948,2215.8355263157896,2415.125,2421.3355263157896,2516.4013157894738,2308.8289473684213,1931.625,0.2998533584654038,0.8077607181113031,0.0497245587020166,0.0225631842561895,-779.0061091935484,1.1305186770880449,1181.6290322580646,1354.0596774193548,1390.0935483870967,1687.8096774193548,2266.3209677419354,2479.085483870968,2472.914516129032,2585.2629032258064,2319.120967741936,1909.8806451612904,39.926923070000015,39.29128378486844,39.31833358312905,32.0,3.808673201780729,2470.0,4447.0,26.644575791059772,1.023797758
0.4834794335805799,0.7332876242715118,0.7332041343669251,0.185048697025533,0.1739594450373532,0.6524822695035462,-381.9574499999999,1.8579617834394904,625.0,766.0,741.5,1130.5,2117.5,2200.0,2251.0,1548.0,1135.0,0.2414069153703714,0.8219761600451201,0.0322214494456721,0.0412939274522129,2.964092617457893,-561.2493,1.0281264083506731,1315.4615384615386,1518.076923076923,1575.076923076923,1725.2307692307693,2084.923076923077,2187.423076923077,1840.6153846153843,0.2843832054539081,0.8185323389725093,0.03671779694743,0.0113786355856731,2.0724691919932674,-781.7460378205129,1.3479707348949457,1222.3525641025642,1380.0833333333333,1429.8525641025642,1666.923076923077,2199.980769230769,2397.9551282051284,2410.044871794872,2501.903846153846,2309.73717948718,1936.820512820513,0.2987175881440534,0.8080252136537286,0.0490909715128253,0.0231191831255773,-774.475319488818,1.1279653387644488,1189.2012779552715,1362.011182108626,1398.468051118211,1691.073482428115,2267.047923322684,2479.0239616613417,2479.730031948882,2585.7555910543133,2322.115015974441,1912.3274760383383,39.926923070000015,39.31341039038463,39.35885469811503,32.0,3.789107783939486,2437.0,4951.0,26.644575791059772,1.023797758
0.4781121751025992,0.7459552495697074,0.7465224111282844,0.1494675956355988,0.1438401482069604,-0.0531400966183574,-484.0228,2.47571160729504,659.5,763.0,708.5,1077.5,2042.0,2161.0,2186.0,1617.5,1207.5,0.2414069153703714,0.8219761600451201,0.0322214494456721,0.0412939274522129,2.964092617457893,-561.2493,1.0281264083506731,1315.4615384615386,1518.076923076923,1575.076923076923,1725.2307692307693,2084.923076923077,2187.423076923077,1840.6153846153843,0.2887664341330299,0.8144772481184734,0.0367026263126028,0.0118466574560373,2.141344900562024,-787.120879375,1.3588656843222175,1211.1,1369.8625,1417.01875,1663.675,2203.73125,2402.10625,2418.26875,2507.625,2314.325,1930.2375,0.29823014551143,0.8082491678657775,0.0486760702514613,0.0225868835279008,-776.091633968254,1.127943955570728,1189.2761904761903,1361.8492063492065,1398.611111111111,1689.2904761904765,2264.911111111111,2476.822222222222,2477.1349206349205,2583.753968253968,2322.626984126984,1913.190476190476,39.550940870000005,39.299801850500025,39.380734324857166,32.0,3.792807647379144,2491.0,4951.0,26.644575791059772,1.021634043
0.4781121751025992,0.7459552495697074,0.7465224111282844,0.1494675956355988,0.1438401482069604,-0.0531400966183574,-484.0228,2.47571160729504,659.5,763.0,708.5,1077.5,2042.0,2161.0,2186.0,1617.5,1207.5,0.2521049414702551,0.8084891755519487,0.0428325715905847,0.0520426636775595,3.013301593441019,-514.7983083333332,1.0920233060162596,1297.4166666666667,1494.8333333333333,1541.4166666666667,1702.7916666666667,2091.375,2145.6666666666665,1773.5833333333333,0.2913955322884584,0.810747485014066,0.039345040836552,0.0139424294806217,2.1523073971240048,-781.4780860759495,1.3695560469106278,1205.379746835443,1363.5,1410.4367088607594,1665.018987341772,2208.3037974683543,2408.5886075949365,2421.9177215189875,2514.0506329113923,2309.772151898734,1918.3417721518988,0.2960543593659758,0.8095827740443394,0.0469629717159591,0.0202271476694683,-780.6855280254777,1.1111221748504534,1190.2308917197452,1362.6098726114649,1401.7675159235669,1689.3869426751592,2260.816878980892,2472.5063694267515,2469.9060509554142,2578.5700636942674,2324.5907643312103,1917.7054140127389,39.550940870000005,39.25606092936712,39.4074547851911,32.0,3.746847385895064,2320.0,4951.0,26.644575791059772,1.021634043
0.5256904798642185,0.7691671263099834,0.7465224111282844,0.1494675956355988,0.2089497493581122,-0.0092165898617511,-409.5392999999999,1.978609625668449,551.5,768.5,659.0,1077.5,2042.0,2472.0,2186.0,1617.5,1207.5,0.2521049414702551,0.8084891755519487,0.0428325715905847,0.0520426636775595,3.013301593441019,-514.7983083333332,1.0920233060162596,1297.4166666666667,1494.8333333333333,1541.4166666666667,1702.7916666666667,2091.375,2145.6666666666665,1773.5833333333333,0.2965753542170209,0.8048335276954794,0.0438451807612219,0.0169823778448464,2.027001063532086,-771.9713333333334,1.381656095033576,1187.173076923077,1347.371794871795,1390.6602564102564,1646.7628205128206,2202.48717948718,2408.326923076923,2421.544871794872,2520.583333333333,2294.9551282051284,1893.1666666666667,0.2976602152200728,0.8085678139308939,0.0478417863781012,0.0210224024276572,-780.8797826433121,1.115222902101771,1187.7722929936306,1360.9840764331211,1399.0063694267517,1688.9331210191085,2264.1640127388537,2477.4506369426754,2475.5366242038217,2584.6624203821657,2326.0302547770702,1916.592356687898,39.550940870000005,39.21674177346156,39.39767424070065,31.0,3.7016222684794817,2318.0,4951.0,26.644575791059772,1.015142899
0.5154608225758031,0.6394736842105263,0.7594004733105443,0.1045443842712502,0.1406620720822506,1.0927152317880795,-627.7471,1.717557251908397,656.0,807.0,814.0,1430.5,2275.5,2524.0,2345.5,1901.5,1444.0,0.2235215060571786,0.8085758666419569,0.0282765179213033,0.0368680350477533,1.4752398529008894,-509.0878857142857,0.9639032152348505,1395.7857142857142,1558.2142857142858,1628.7857142857142,1732.9642857142858,2095.214285714286,2181.464285714286,1798.571428571429,0.2944061232174665,0.8047546430560752,0.0445504802070961,0.0173824427169602,2.072141080838437,-776.01628625,1.365212610852971,1212.81875,1373.0,1420.16875,1673.14375,2227.69375,2432.68125,2442.79375,2546.0875,2320.34375,1919.0375,0.294328367241583,0.8100611366018339,0.0459995971877939,0.01881060925616,-781.9984601587302,1.1014864742971928,1190.5507936507936,1363.4857142857145,1403.1301587301589,1689.763492063492,2256.4190476190474,2467.525396825397,2462.588888888889,2573.8396825396826,2323.9190476190474,1917.631746031746,39.550940870000005,39.22400725700002,39.43697974285716,32.0,3.698053732754181,2337.0,4951.0,26.644575791059772,1.015142899
0.48338081671415,0.6091455273698264,0.7594004733105443,0.1045443842712502,0.1040169631287548,1.4113475177304964,-674.5879999999997,1.592600467786519,675.0,816.0,845.0,1430.5,2275.5,2343.0,2345.5,1901.5,1444.0,0.2309133769488063,0.7998410610141377,0.0335585301648614,0.0460042230433019,0.7790032423952897,-485.0502692307692,0.9952150046066328,1395.4615384615386,1567.4615384615386,1629.5384615384614,1723.076923076923,2109.730769230769,2180.846153846154,1781.6153846153843,0.2980052322184507,0.8039469530772647,0.0438664705092107,0.0156187466032291,2.06201581032926,-793.3592537974685,1.3842323844757634,1192.613924050633,1350.8417721518988,1395.4240506329113,1660.4303797468351,2217.664556962025,2428.43670886076,2432.537974683544,2541.8354430379745,2319.3987341772154,1916.822784810127,0.2932058277600232,0.8104767376880364,0.0451450032320175,0.0178242357005938,-784.7028477564103,1.095536209068698,1194.9022435897436,1367.761217948718,1408.0352564102564,1694.261217948718,2260.463141025641,2470.875,2464.8125,2577.0929487179487,2329.639423076923,1923.1041666666667,39.330478580000005,39.153974623164586,39.44714590048079,31.0,3.444685439352188,1765.0,4083.0,26.644575791059772,1.012979184
0.456313725490196,0.5895325872284397,0.7919278014539985,0.0230222875336762,0.0756575136137179,0.2773109243697479,-812.34775,1.923758865248227,688.0,866.5,802.0,1425.5,2001.0,2321.0,2088.5,1994.5,1579.5,0.2386015292702971,0.7944862214226731,0.0348458365817016,0.0443181645540478,0.7046973707521398,-483.59988461538455,1.052691456725942,1347.8461538461538,1514.8461538461538,1567.6153846153843,1677.923076923077,2068.5,2138.076923076923,1731.7692307692307,0.3046688024305642,0.8010516214506852,0.046738114803025,0.0203724773671068,1.960721664030912,-786.3579692307693,1.392556495511348,1174.8910256410256,1338.8525641025642,1377.6538461538462,1651.724358974359,2222.775641025641,2435.24358974359,2449.326923076923,2550.5128205128203,2311.333333333333,1902.794871794872,0.2920666965694874,0.8111715810267001,0.0438980442403843,0.016464073148796,-785.9102520833333,1.0888522733933723,1191.4150641025642,1363.0176282051282,1404.7740384615386,1691.3509615384614,2252.105769230769,2461.0304487179487,2452.778846153846,2567.033653846154,2324.2852564102564,1919.5721153846157,39.330478580000005,39.14684764653849,39.49434634653848,30.0,3.43449618135865,1688.0,4083.0,26.644575791059772,1.012979184
